pattern,occurrences,total_change,avg_total_change,avg_internal_change,avg_gap_adjustment,avg_volume,std_dev,consistency,actual_data_total_change
PPPPP,1241,189.9051,0.1530,0.1467,0.0063,32892,0.3605,0.7350,46.5700
PPNPP,531,71.3199,0.1343,0.1392,-0.0049,62505,0.2607,0.7932,46.5700
PPPNP,511,63.5999,0.1245,0.1183,0.0061,59387,0.4312,0.6987,46.5700
PNPPP,457,55.6519,0.1218,0.1215,0.0003,59829,0.3011,0.7686,46.5700
PPPPN,475,52.7403,0.1110,0.1006,0.0104,68165,0.4806,0.6754,46.5700
NPPPP,479,45.7311,0.0955,0.1005,-0.0051,68783,0.3336,0.7499,46.5700
PNNPP,323,14.1266,0.0437,0.0472,-0.0035,100676,0.2954,0.7719,46.5700
PNPNP,277,13.1829,0.0476,0.0482,-0.0006,81829,0.2383,0.8076,46.5700
PPNNP,279,12.3413,0.0442,0.0375,0.0068,91848,0.2560,0.7962,46.5700
NPPNP,279,11.3983,0.0409,0.0462,-0.0053,85951,0.2539,0.7975,46.5700
NPPPN,277,10.9138,0.0394,0.0301,0.0093,91741,0.2704,0.7871,46.5700
PNPPN,279,10.3393,0.0371,0.0266,0.0105,79953,0.2317,0.8119,46.5700
PPPNN,308,10.1480,0.0329,0.0111,0.0218,91566,0.2437,0.8040,46.5700
NNPPP,326,9.7190,0.0298,0.0382,-0.0084,97877,0.2205,0.8193,46.5700
NPNPP,279,9.5760,0.0343,0.0388,-0.0044,84632,0.2375,0.8081,46.5700
PPNPN,310,9.0112,0.0291,0.0205,0.0085,98184,0.3249,0.7548,46.5700
NPNPN,224,-16.2246,-0.0724,-0.0783,0.0059,108541,0.1489,0.8704,46.5700
NPNNP,229,-20.3334,-0.0888,-0.0879,-0.0009,93117,0.1992,0.8339,46.5700
PPNNN,213,-21.3091,-0.1000,-0.1045,0.0044,120406,0.2179,0.8211,46.5700
PNNNP,223,-21.4020,-0.0960,-0.1016,0.0056,123169,0.2103,0.8263,46.5700
PNPNN,227,-22.4840,-0.0990,-0.0963,-0.0028,101698,0.1871,0.8424,46.5700
NNPNP,241,-24.8840,-0.1033,-0.0971,-0.0062,106246,0.2109,0.8258,46.5700
NPPNN,231,-26.0223,-0.1127,-0.1155,0.0028,112191,0.2249,0.8164,46.5700
NNPPN,244,-28.2031,-0.1156,-0.1154,-0.0002,107497,0.3884,0.7202,46.5700
NNNPP,249,-28.2474,-0.1134,-0.0969,-0.0165,113235,0.2947,0.7724,46.5700
PNNPN,205,-32.7813,-0.1599,-0.1746,0.0147,90692,0.7004,0.5881,46.5700
NNPNN,166,-40.7549,-0.2455,-0.2534,0.0079,133125,0.2321,0.8116,46.5700
PNNNN,178,-43.6302,-0.2451,-0.2409,-0.0042,113261,0.2581,0.7949,46.5700
NPNNN,169,-45.2197,-0.2676,-0.2679,0.0003,129602,0.2978,0.7705,46.5700
NNNPN,196,-49.1191,-0.2506,-0.2526,0.0020,110622,0.2813,0.7805,46.5700
NNNNP,207,-50.6083,-0.2445,-0.2467,0.0022,148711,0.2393,0.8069,46.5700
NNNNN,166,-72.1213,-0.4345,-0.4291,-0.0054,139589,0.3143,0.7608,46.5700
