pattern,occurrences,total_change,avg_total_change,avg_internal_change,avg_gap_adjustment,avg_volume,std_dev,consistency,actual_data_total_change
PPPPP,1257,189.6177,0.1508,0.1435,0.0074,30681,0.4361,0.6963,46.7200
PPPPN,511,70.3856,0.1377,0.1131,0.0246,64402,0.3037,0.7670,46.7200
NPPPP,516,69.6355,0.1350,0.1332,0.0018,72637,0.2501,0.7999,46.7200
PNPPP,486,59.9777,0.1234,0.1359,-0.0124,61529,0.3073,0.7649,46.7200
PPPNP,472,53.8487,0.1141,0.1210,-0.0069,64693,0.3571,0.7369,46.7200
PPNPP,455,43.3305,0.0952,0.1101,-0.0149,64900,0.3760,0.7267,46.7200
NPPPN,300,16.6749,0.0556,0.0526,0.0030,89091,0.2881,0.7764,46.7200
PNNPP,297,11.9325,0.0402,0.0452,-0.0050,83847,0.2513,0.7992,46.7200
PPNPN,300,11.3108,0.0377,0.0294,0.0083,89744,0.2426,0.8048,46.7200
PNPPN,287,11.1124,0.0387,0.0297,0.0090,87521,0.3338,0.7497,46.7200
PNPNP,271,10.8635,0.0401,0.0486,-0.0085,86899,0.2254,0.8161,46.7200
NPPNP,281,7.0752,0.0252,0.0291,-0.0040,87234,0.2042,0.8304,46.7200
NPNPP,308,5.2987,0.0172,0.0171,0.0001,85900,0.1986,0.8343,46.7200
NNPPP,276,5.0934,0.0185,0.0198,-0.0014,87218,0.2420,0.8051,46.7200
PPNNP,319,2.8741,0.0090,0.0214,-0.0123,94701,0.3569,0.7370,46.7200
PPPNN,291,-2.7368,-0.0094,-0.0221,0.0127,92542,0.6326,0.6125,46.7200
PNNPN,220,-14.8856,-0.0677,-0.0720,0.0043,97127,0.2054,0.8296,46.7200
PNPNN,226,-15.6622,-0.0693,-0.0731,0.0038,110649,0.3259,0.7542,46.7200
NPNPN,196,-16.5692,-0.0845,-0.0869,0.0024,106752,0.1873,0.8422,46.7200
NNNPP,206,-18.1109,-0.0879,-0.0869,-0.0010,130484,0.1903,0.8401,46.7200
NPNNP,211,-19.5547,-0.0927,-0.0913,-0.0013,115439,0.2246,0.8166,46.7200
NNPNP,216,-20.4628,-0.0947,-0.0940,-0.0008,97633,0.1711,0.8539,46.7200
NNPPN,235,-22.7695,-0.0969,-0.1062,0.0093,114060,0.1779,0.8490,46.7200
PNNNP,269,-24.7837,-0.0921,-0.0937,0.0015,104332,0.2267,0.8152,46.7200
NPPNN,221,-25.5452,-0.1156,-0.1169,0.0013,101718,0.2928,0.7735,46.7200
PPNNN,281,-32.7889,-0.1167,-0.1202,0.0035,108128,0.2610,0.7930,46.7200
PNNNN,153,-38.6950,-0.2529,-0.2586,0.0057,123901,0.3104,0.7631,46.7200
NNNNP,178,-43.4212,-0.2439,-0.2414,-0.0026,132510,0.3015,0.7684,46.7200
NNNPN,185,-50.5135,-0.2730,-0.2777,0.0047,122505,0.2587,0.7945,46.7200
NNPNN,191,-52.0074,-0.2723,-0.2810,0.0087,138334,0.2683,0.7884,46.7200
NPNNN,213,-58.3405,-0.2739,-0.2688,-0.0051,134236,0.3096,0.7636,46.7200
NNNNN,171,-65.3241,-0.3820,-0.3817,-0.0003,140112,0.2340,0.8104,46.7200
