basket_id,pattern_type,start_time,end_time,duration_minutes,start_price,end_price,price_change,volume,trades,basket_high,basket_low,basket_range
62,OOP,2025-08-01 06:35:00,2025-08-01 06:37:00,2.00,626.4000,626.4100,0.0100,9835.0,151,626.4500,626.3600,0.0900
63,PNP,2025-08-01 06:38:00,2025-08-01 06:40:00,2.00,626.4100,626.6500,0.2400,10739.0,214,626.6300,626.4100,0.2200
64,NNP,2025-08-01 06:41:00,2025-08-01 06:43:00,2.00,626.6500,626.6500,0.0000,5562.0,146,626.6900,626.5700,0.1200
65,NNP,2025-08-01 06:44:00,2025-08-01 06:46:00,2.00,626.6500,626.6700,0.0200,4205.0,107,626.6600,626.5700,0.0900
66,PON,2025-08-01 06:47:00,2025-08-01 06:49:00,2.00,626.6700,626.4800,-0.1900,16602.0,292,627.0000,626.6600,0.3400
67,PPN,2025-08-01 06:50:00,2025-08-01 06:52:00,2.00,626.4800,626.6700,0.1900,26185.0,327,626.7800,626.4800,0.3000
68,NPP,2025-08-01 06:53:00,2025-08-01 06:55:00,2.00,626.6700,626.7300,0.0600,9828.0,164,626.7400,626.5400,0.2000
69,PNP,2025-08-01 06:56:00,2025-08-01 06:58:00,2.00,626.7300,626.9100,0.1800,26252.0,247,626.9100,626.7000,0.2100
70,NPN,2025-08-01 06:59:00,2025-08-01 07:01:00,2.00,626.9100,626.6700,-0.2400,159055.0,5635,631.6400,624.8696,6.7704
71,POP,2025-08-01 07:02:00,2025-08-01 07:04:00,2.00,626.6700,626.9600,0.2900,152000.0,1123,627.0200,626.6300,0.3900
72,NPN,2025-08-01 07:05:00,2025-08-01 07:07:00,2.00,626.9600,626.8100,-0.1500,19658.0,400,627.0000,626.8800,0.1200
73,PPP,2025-08-01 07:08:00,2025-08-01 07:10:00,2.00,626.8100,627.0000,0.1900,27712.0,512,627.0800,626.8100,0.2700
74,PPN,2025-08-01 07:11:00,2025-08-01 07:13:00,2.00,627.0000,626.8500,-0.1500,28407.0,547,627.2000,626.8700,0.3300
75,PNP,2025-08-01 07:14:00,2025-08-01 07:16:00,2.00,626.8500,626.8100,-0.0400,27073.0,415,626.9600,626.7100,0.2500
76,NPN,2025-08-01 07:17:00,2025-08-01 07:19:00,2.00,626.8100,626.7000,-0.1100,63626.0,594,626.8800,626.5400,0.3400
77,NNP,2025-08-01 07:20:00,2025-08-01 07:22:00,2.00,626.7000,626.7900,0.0900,21342.0,407,626.8400,626.6000,0.2400
78,PNP,2025-08-01 07:23:00,2025-08-01 07:25:00,2.00,626.7900,626.8600,0.0700,49535.0,594,627.0000,626.7000,0.3000
79,NPP,2025-08-01 07:26:00,2025-08-01 07:28:00,2.00,626.8600,626.8900,0.0300,22521.0,287,626.9600,626.5700,0.3900
80,NNP,2025-08-01 07:29:00,2025-08-01 07:31:00,2.00,626.8900,626.1300,-0.7600,283605.0,2202,627.1000,625.5100,1.5900
81,PNN,2025-08-01 07:32:00,2025-08-01 07:34:00,2.00,626.1300,625.5000,-0.6300,211305.0,1897,626.4400,625.4000,1.0400
82,PPN,2025-08-01 07:35:00,2025-08-01 07:37:00,2.00,625.5000,626.2700,0.7700,261307.0,1956,626.8200,625.4800,1.3400
83,PPP,2025-08-01 07:38:00,2025-08-01 07:40:00,2.00,626.2700,627.4700,1.2000,167572.0,1684,627.5000,626.1100,1.3900
84,PNP,2025-08-01 07:41:00,2025-08-01 07:43:00,2.00,627.4700,627.7100,0.2400,157379.0,1682,628.2000,627.3200,0.8800
85,NNP,2025-08-01 07:44:00,2025-08-01 07:46:00,2.00,627.7100,626.9600,-0.7500,108815.0,1103,627.8800,626.7400,1.1400
86,PPN,2025-08-01 07:47:00,2025-08-01 07:49:00,2.00,626.9600,626.7600,-0.2000,66688.0,689,627.2900,626.7200,0.5700
87,NNN,2025-08-01 07:50:00,2025-08-01 07:52:00,2.00,626.7600,626.4400,-0.3200,91361.0,785,626.8900,626.3800,0.5100
88,PNN,2025-08-01 07:53:00,2025-08-01 07:55:00,2.00,626.4400,626.5100,0.0700,113734.0,1118,626.9000,626.3900,0.5100
89,NPN,2025-08-01 07:56:00,2025-08-01 07:58:00,2.00,626.5100,626.1000,-0.4100,101660.0,929,626.5500,625.9200,0.6300
90,NPN,2025-08-01 07:59:00,2025-08-01 08:01:00,2.00,626.1000,626.4200,0.3200,64487.0,755,626.5000,625.8000,0.7000
91,PNP,2025-08-01 08:02:00,2025-08-01 08:04:00,2.00,626.4200,626.1800,-0.2400,52894.0,658,626.6400,625.9800,0.6600
92,PPN,2025-08-01 08:05:00,2025-08-01 08:07:00,2.00,626.1800,626.1600,-0.0200,53735.0,687,626.4300,626.1000,0.3300
93,NNP,2025-08-01 08:08:00,2025-08-01 08:10:00,2.00,626.1600,626.2200,0.0600,48422.0,656,626.1800,625.8800,0.3000
94,NNN,2025-08-01 08:11:00,2025-08-01 08:13:00,2.00,626.2200,625.6800,-0.5400,48577.0,738,626.2800,625.6900,0.5900
95,PPN,2025-08-01 08:14:00,2025-08-01 08:16:00,2.00,625.6800,625.7000,0.0200,52417.0,694,625.8100,625.5500,0.2600
96,PPN,2025-08-01 08:17:00,2025-08-01 08:19:00,2.00,625.7000,625.9500,0.2500,85940.0,958,626.0000,625.6500,0.3500
97,NNP,2025-08-01 08:20:00,2025-08-01 08:22:00,2.00,625.9500,625.6900,-0.2600,48497.0,756,625.9500,625.5000,0.4500
98,PNN,2025-08-01 08:23:00,2025-08-01 08:25:00,2.00,625.6900,625.3699,-0.3201,71120.0,725,625.8500,625.3200,0.5300
99,PPP,2025-08-01 08:26:00,2025-08-01 08:28:00,2.00,625.3699,625.6800,0.3101,72925.0,845,625.7500,625.3000,0.4500
100,PNP,2025-08-01 08:29:00,2025-08-01 08:31:00,2.00,625.6800,625.3600,-0.3200,1757228.0,21604,626.3400,625.1200,1.2200
101,NNN,2025-08-01 08:32:00,2025-08-01 08:34:00,2.00,625.3600,624.3150,-1.0450,1722886.0,20824,625.3900,624.1200,1.2700
102,NNP,2025-08-01 08:35:00,2025-08-01 08:37:00,2.00,624.3150,624.5700,0.2550,1489058.0,19230,624.5900,623.7100,0.8800
103,NNN,2025-08-01 08:38:00,2025-08-01 08:40:00,2.00,624.5700,623.3400,-1.2300,1307533.0,17334,624.5800,623.2500,1.3300
104,NNP,2025-08-01 08:41:00,2025-08-01 08:43:00,2.00,623.3400,622.6800,-0.6600,1304451.0,15886,623.6500,622.4700,1.1800
105,NNP,2025-08-01 08:44:00,2025-08-01 08:46:00,2.00,622.6800,621.9100,-0.7700,1493035.0,16365,622.7200,621.6800,1.0400
106,NNN,2025-08-01 08:47:00,2025-08-01 08:49:00,2.00,621.9100,621.3200,-0.5900,1297490.0,16499,622.5850,621.3100,1.2750
107,PPN,2025-08-01 08:50:00,2025-08-01 08:52:00,2.00,621.3200,621.3200,0.0000,1650890.0,20166,621.9700,621.2300,0.7400
108,NPP,2025-08-01 08:53:00,2025-08-01 08:55:00,2.00,621.3200,621.7100,0.3900,1253002.0,15621,621.8900,621.1000,0.7900
109,PNO,2025-08-01 08:56:00,2025-08-01 08:58:00,2.00,621.7100,621.5300,-0.1800,1278749.0,14641,622.1500,621.4200,0.7300
110,ONN,2025-08-01 08:59:00,2025-08-01 09:01:00,2.00,621.5300,619.9100,-1.6200,1403214.0,16549,621.5800,619.7712,1.8088
111,NPP,2025-08-01 09:02:00,2025-08-01 09:04:00,2.00,619.9100,621.0500,1.1400,1758224.0,20390,621.4500,619.6500,1.8000
112,NPN,2025-08-01 09:05:00,2025-08-01 09:07:00,2.00,621.0500,620.2800,-0.7700,1577153.0,21630,621.3100,620.2500,1.0600
113,PPP,2025-08-01 09:08:00,2025-08-01 09:10:00,2.00,620.2800,621.8200,1.5400,1354767.0,16011,621.9600,620.1480,1.8120
114,NPN,2025-08-01 09:11:00,2025-08-01 09:13:00,2.00,621.8200,621.8100,-0.0100,1228075.0,17399,622.5600,621.5800,0.9800
115,PPP,2025-08-01 09:14:00,2025-08-01 09:16:00,2.00,621.8100,622.5950,0.7850,951502.0,11578,622.6400,621.8100,0.8300
116,PNN,2025-08-01 09:17:00,2025-08-01 09:19:00,2.00,622.5950,622.5100,-0.0850,953474.0,12303,622.9300,622.2900,0.6400
117,PNN,2025-08-01 09:20:00,2025-08-01 09:22:00,2.00,622.5100,622.1700,-0.3400,1181883.0,13818,623.1650,622.1200,1.0450
118,PPN,2025-08-01 09:23:00,2025-08-01 09:25:00,2.00,622.1700,622.6600,0.4900,1015091.0,11164,623.1600,622.0600,1.1000
119,PNP,2025-08-01 09:26:00,2025-08-01 09:28:00,2.00,622.6600,623.2000,0.5400,841312.0,10387,623.5200,622.6400,0.8800
120,PPP,2025-08-01 09:29:00,2025-08-01 09:31:00,2.00,623.2000,623.5300,0.3300,1042565.0,12509,623.7000,623.1000,0.6000
121,NPN,2025-08-01 09:32:00,2025-08-01 09:34:00,2.00,623.5300,623.8200,0.2900,1181369.0,10991,624.0700,623.3300,0.7400
122,NPP,2025-08-01 09:35:00,2025-08-01 09:37:00,2.00,623.8200,623.9100,0.0900,975620.0,11488,623.9950,623.3700,0.6250
123,NNN,2025-08-01 09:38:00,2025-08-01 09:40:00,2.00,623.9100,622.9800,-0.9300,1211933.0,13947,623.9200,622.9000,1.0200
124,PNN,2025-08-01 09:41:00,2025-08-01 09:43:00,2.00,622.9800,622.3600,-0.6200,1109584.0,13251,623.3200,622.3600,0.9600
125,PPN,2025-08-01 09:44:00,2025-08-01 09:46:00,2.00,622.3600,623.2500,0.8900,1177610.0,12427,623.7500,622.2300,1.5200
126,PNP,2025-08-01 09:47:00,2025-08-01 09:49:00,2.00,623.2500,622.4000,-0.8500,1061289.0,11281,623.5000,622.1200,1.3800
127,NNP,2025-08-01 09:50:00,2025-08-01 09:52:00,2.00,622.4000,622.2400,-0.1600,894604.0,10860,622.6700,621.8100,0.8600
128,NPP,2025-08-01 09:53:00,2025-08-01 09:55:00,2.00,622.2400,622.5700,0.3300,551505.0,7363,622.6600,622.0200,0.6400
129,NNN,2025-08-01 09:56:00,2025-08-01 09:58:00,2.00,622.5700,621.9400,-0.6300,780369.0,7957,622.7300,621.9300,0.8000
130,PNN,2025-08-01 09:59:00,2025-08-01 10:01:00,2.00,621.9400,621.6400,-0.3000,936031.0,9580,622.0400,621.4500,0.5900
131,PPN,2025-08-01 10:02:00,2025-08-01 10:04:00,2.00,621.6400,621.9700,0.3300,650921.0,8180,622.3750,621.5700,0.8050
132,PPP,2025-08-01 10:05:00,2025-08-01 10:07:00,2.00,621.9700,622.4100,0.4400,751004.0,8926,622.6000,621.9000,0.7000
133,NNN,2025-08-01 10:08:00,2025-08-01 10:10:00,2.00,622.4100,622.2500,-0.1600,680251.0,8563,622.5600,621.9600,0.6000
134,PNN,2025-08-01 10:11:00,2025-08-01 10:13:00,2.00,622.2500,622.2650,0.0150,763093.0,9956,622.9793,622.2100,0.7693
135,NPN,2025-08-01 10:14:00,2025-08-01 10:16:00,2.00,622.2650,622.2400,-0.0250,610344.0,7928,622.9200,622.0500,0.8700
136,NNP,2025-08-01 10:17:00,2025-08-01 10:19:00,2.00,622.2400,622.1300,-0.1100,609601.0,7965,622.3850,621.9450,0.4400
137,PNN,2025-08-01 10:20:00,2025-08-01 10:22:00,2.00,622.1300,621.8050,-0.3250,810452.0,9531,622.5600,621.7400,0.8200
138,NNP,2025-08-01 10:23:00,2025-08-01 10:25:00,2.00,621.8050,621.6700,-0.1350,704262.0,8398,621.8800,621.4550,0.4250
139,NNN,2025-08-01 10:26:00,2025-08-01 10:28:00,2.00,621.6700,621.4150,-0.2550,634264.0,8292,621.8951,621.4000,0.4951
140,PPN,2025-08-01 10:29:00,2025-08-01 10:31:00,2.00,621.4150,621.4250,0.0100,771917.0,8928,621.7100,621.3800,0.3300
141,PPN,2025-08-01 10:32:00,2025-08-01 10:34:00,2.00,621.4250,621.5100,0.0850,683716.0,8524,621.9500,621.4200,0.5300
142,PPP,2025-08-01 10:35:00,2025-08-01 10:37:00,2.00,621.5100,622.0700,0.5600,714399.0,8655,622.1100,621.4150,0.6950
143,PPP,2025-08-01 10:38:00,2025-08-01 10:40:00,2.00,622.0700,623.0300,0.9600,620179.0,8250,623.0200,622.0600,0.9600
144,PPP,2025-08-01 10:41:00,2025-08-01 10:43:00,2.00,623.0300,623.3600,0.3300,757332.0,9272,623.4250,622.9000,0.5250
145,PPP,2025-08-01 10:44:00,2025-08-01 10:46:00,2.00,623.3600,623.8600,0.5000,816843.0,10145,624.0100,623.2800,0.7300
146,NPP,2025-08-01 10:47:00,2025-08-01 10:49:00,2.00,623.8600,623.7700,-0.0900,725006.0,8381,623.8750,623.3600,0.5150
147,NPP,2025-08-01 10:50:00,2025-08-01 10:52:00,2.00,623.7700,623.6600,-0.1100,578655.0,7689,623.8300,623.3800,0.4500
148,NPN,2025-08-01 10:53:00,2025-08-01 10:55:00,2.00,623.6600,623.5800,-0.0800,442352.0,6146,623.8900,623.5300,0.3600
149,PPP,2025-08-01 10:56:00,2025-08-01 10:58:00,2.00,623.5800,623.9300,0.3500,595156.0,6435,623.9900,623.4701,0.5199
150,PPN,2025-08-01 10:59:00,2025-08-01 11:01:00,2.00,623.9300,624.1900,0.2600,737270.0,9533,624.4150,623.8800,0.5350
151,PNP,2025-08-01 11:02:00,2025-08-01 11:04:00,2.00,624.1900,624.6800,0.4900,641437.0,8406,624.6800,624.1100,0.5700
152,NPN,2025-08-01 11:05:00,2025-08-01 11:07:00,2.00,624.6800,624.7000,0.0200,920077.0,9126,624.9650,624.5300,0.4350
153,NNN,2025-08-01 11:08:00,2025-08-01 11:10:00,2.00,624.7000,624.2516,-0.4484,610661.0,7824,624.7500,624.2400,0.5100
154,PNP,2025-08-01 11:11:00,2025-08-01 11:13:00,2.00,624.2516,624.4400,0.1884,826945.0,8807,624.4900,624.0500,0.4400
155,PNN,2025-08-01 11:14:00,2025-08-01 11:16:00,2.00,624.4400,624.2800,-0.1600,694766.0,8203,624.6000,624.1100,0.4900
156,PNP,2025-08-01 11:17:00,2025-08-01 11:19:00,2.00,624.2800,624.5600,0.2800,702319.0,6220,624.6800,624.1900,0.4900
157,NNP,2025-08-01 11:20:00,2025-08-01 11:22:00,2.00,624.5600,624.5300,-0.0300,753751.0,7844,624.7050,624.1400,0.5650
158,NPP,2025-08-01 11:23:00,2025-08-01 11:25:00,2.00,624.5300,624.8600,0.3300,528862.0,6519,624.8700,624.3100,0.5600
159,NNN,2025-08-01 11:26:00,2025-08-01 11:28:00,2.00,624.8600,624.4300,-0.4300,494783.0,6525,624.9600,624.3800,0.5800
160,NNN,2025-08-01 11:29:00,2025-08-01 11:31:00,2.00,624.4300,623.9200,-0.5100,778135.0,8958,624.4690,623.8700,0.5990
161,NPP,2025-08-01 11:32:00,2025-08-01 11:34:00,2.00,623.9200,624.3700,0.4500,705879.0,8096,624.3900,623.7600,0.6300
162,NNN,2025-08-01 11:35:00,2025-08-01 11:37:00,2.00,624.3700,623.8800,-0.4900,578442.0,7089,624.4600,623.8900,0.5700
163,NPN,2025-08-01 11:38:00,2025-08-01 11:40:00,2.00,623.8800,623.2600,-0.6200,699562.0,8888,623.9300,623.2100,0.7200
164,NNP,2025-08-01 11:41:00,2025-08-01 11:43:00,2.00,623.2600,623.0650,-0.1950,702554.0,7785,623.5650,622.9100,0.6550
165,PPN,2025-08-01 11:44:00,2025-08-01 11:46:00,2.00,623.0650,623.4300,0.3650,595872.0,7135,623.6650,623.0499,0.6151
166,NPN,2025-08-01 11:47:00,2025-08-01 11:49:00,2.00,623.4300,623.0300,-0.4000,635461.0,8072,623.4900,622.9800,0.5100
167,NPN,2025-08-01 11:50:00,2025-08-01 11:52:00,2.00,623.0300,622.8000,-0.2300,652231.0,7583,623.0800,622.6300,0.4500
168,NON,2025-08-01 11:53:00,2025-08-01 11:55:00,2.00,622.8000,622.1000,-0.7000,1464892.0,15272,623.0800,621.9900,1.0900
169,NPN,2025-08-01 11:56:00,2025-08-01 11:58:00,2.00,622.1000,621.4500,-0.6500,1436041.0,13210,622.2000,621.3650,0.8350
170,NPN,2025-08-01 11:59:00,2025-08-01 12:01:00,2.00,621.4500,621.3300,-0.1200,1461827.0,14846,621.7900,621.2000,0.5900
171,NON,2025-08-01 12:02:00,2025-08-01 12:04:00,2.00,621.3300,621.0300,-0.3000,966360.0,10896,621.3400,620.8300,0.5100
172,NPP,2025-08-01 12:05:00,2025-08-01 12:07:00,2.00,621.0300,620.8800,-0.1500,746586.0,8659,621.1000,620.6650,0.4350
173,PNP,2025-08-01 12:08:00,2025-08-01 12:10:00,2.00,620.8800,621.4200,0.5400,1157007.0,12454,621.4800,620.8700,0.6100
174,NPN,2025-08-01 12:11:00,2025-08-01 12:13:00,2.00,621.4200,620.8100,-0.6100,704357.0,8331,621.5000,620.8200,0.6800
175,PPN,2025-08-01 12:14:00,2025-08-01 12:16:00,2.00,620.8100,620.8500,0.0400,590382.0,6855,621.0800,620.7700,0.3100
176,NPN,2025-08-01 12:17:00,2025-08-01 12:19:00,2.00,620.8500,620.6600,-0.1900,658066.0,7330,620.9800,620.5700,0.4100
177,PPP,2025-08-01 12:20:00,2025-08-01 12:22:00,2.00,620.6600,621.1650,0.5050,808737.0,9224,621.2850,620.5350,0.7500
178,PNN,2025-08-01 12:23:00,2025-08-01 12:25:00,2.00,621.1650,620.7100,-0.4550,747327.0,7796,621.3100,620.6600,0.6500
179,NNP,2025-08-01 12:26:00,2025-08-01 12:28:00,2.00,620.7100,620.5100,-0.2000,609678.0,6877,620.9600,620.3350,0.6250
180,PPN,2025-08-01 12:29:00,2025-08-01 12:31:00,2.00,620.5100,620.9000,0.3900,930303.0,10343,621.3700,620.4700,0.9000
181,PPN,2025-08-01 12:32:00,2025-08-01 12:34:00,2.00,620.9000,620.9100,0.0100,615579.0,7865,621.2700,620.8600,0.4100
182,NNN,2025-08-01 12:35:00,2025-08-01 12:37:00,2.00,620.9100,620.3300,-0.5800,614615.0,7330,620.9400,620.2900,0.6500
183,NPP,2025-08-01 12:38:00,2025-08-01 12:40:00,2.00,620.3300,620.7200,0.3900,696344.0,8269,620.8500,620.2100,0.6400
184,OPN,2025-08-01 12:41:00,2025-08-01 12:43:00,2.00,620.7200,620.7500,0.0300,615502.0,7183,621.0900,620.6548,0.4352
185,NPN,2025-08-01 12:44:00,2025-08-01 12:46:00,2.00,620.7500,620.5900,-0.1600,462715.0,5944,620.9600,620.5900,0.3700
186,NPP,2025-08-01 12:47:00,2025-08-01 12:49:00,2.00,620.5900,621.0250,0.4350,591020.0,7024,621.0200,620.3000,0.7200
