basket_id,pattern_type,start_time,end_time,duration_minutes,start_price,end_price,price_change,volume,trades,basket_high,basket_low,basket_range
23,PPP,2025-08-01 04:15:00,2025-08-01 04:18:00,3.00,626.6600,626.8200,0.1600,2739.0,84,626.8000,626.5700,0.2300
24,NNP,2025-08-01 04:19:00,2025-08-01 04:21:00,2.00,626.8200,626.3800,-0.4400,23121.0,205,626.8200,626.3100,0.5100
25,NPP,2025-08-01 04:22:00,2025-08-01 04:24:00,2.00,626.3800,626.3900,0.0100,2369.0,59,626.3800,626.2900,0.0900
26,NNP,2025-08-01 04:25:00,2025-08-01 04:27:00,2.00,626.3900,626.3100,-0.0800,4130.0,89,626.4000,626.2800,0.1200
27,NPP,2025-08-01 04:28:00,2025-08-01 04:31:00,3.00,626.3100,626.4200,0.1100,3524.0,109,626.3200,626.1300,0.1900
28,NNP,2025-08-01 04:32:00,2025-08-01 04:34:00,2.00,626.4200,626.2900,-0.1300,2741.0,70,626.4200,626.1200,0.3000
29,PPP,2025-08-01 04:35:00,2025-08-01 04:38:00,3.00,626.2900,626.6300,0.3400,2029.0,66,626.4100,626.2500,0.1600
30,NNN,2025-08-01 04:40:00,2025-08-01 04:43:00,3.00,626.6300,626.5500,-0.0800,6009.0,166,626.7100,626.5200,0.1900
31,PPN,2025-08-01 04:44:00,2025-08-01 04:47:00,3.00,626.5500,626.7700,0.2200,2270.0,60,626.8400,626.5400,0.3000
32,PNN,2025-08-01 04:50:00,2025-08-01 04:54:00,4.00,626.7700,626.6700,-0.1000,1901.0,76,626.8200,626.7700,0.0500
33,PNN,2025-08-01 04:55:00,2025-08-01 05:00:00,5.00,626.6700,626.5500,-0.1200,2140.0,75,626.6800,626.6300,0.0500
34,NPP,2025-08-01 05:01:00,2025-08-01 05:03:00,2.00,626.5500,626.4400,-0.1100,6626.0,160,626.5600,626.2300,0.3300
35,NPN,2025-08-01 05:04:00,2025-08-01 05:07:00,3.00,626.4400,626.0600,-0.3800,8713.0,185,626.4600,626.0000,0.4600
36,PPP,2025-08-01 05:08:00,2025-08-01 05:11:00,3.00,626.0600,626.4700,0.4100,2173.0,50,626.4100,626.0600,0.3500
37,NPN,2025-08-01 05:12:00,2025-08-01 05:18:00,6.00,626.4700,626.4800,0.0100,4856.0,97,626.5700,626.1700,0.4000
38,PNN,2025-08-01 05:20:00,2025-08-01 05:23:00,3.00,626.4800,626.0700,-0.4100,2859.0,92,626.5300,626.1100,0.4200
39,PNN,2025-08-01 05:24:00,2025-08-01 05:26:00,2.00,626.0700,626.0800,0.0100,3634.0,106,626.2200,626.0700,0.1500
40,PPN,2025-08-01 05:27:00,2025-08-01 05:29:00,2.00,626.0800,626.3500,0.2700,3243.0,90,626.5100,626.0800,0.4300
41,PNP,2025-08-01 05:30:00,2025-08-01 05:32:00,2.00,626.3500,626.3900,0.0400,8944.0,127,626.4000,626.2400,0.1600
42,NNP,2025-08-01 05:33:00,2025-08-01 05:35:00,2.00,626.3900,626.2500,-0.1400,3320.0,45,626.4200,626.2100,0.2100
43,NNN,2025-08-01 05:36:00,2025-08-01 05:38:00,2.00,626.2500,626.1100,-0.1400,9892.0,172,626.3400,626.0900,0.2500
44,PNN,2025-08-01 05:39:00,2025-08-01 05:41:00,2.00,626.1100,625.7600,-0.3500,38223.0,355,626.2400,625.7600,0.4800
45,PNN,2025-08-01 05:42:00,2025-08-01 05:44:00,2.00,625.7600,625.7100,-0.0500,128263.0,748,626.0000,625.6000,0.4000
46,PNP,2025-08-01 05:45:00,2025-08-01 05:47:00,2.00,625.7100,625.7600,0.0500,58237.0,448,625.9700,625.6800,0.2900
47,NNN,2025-08-01 05:48:00,2025-08-01 05:50:00,2.00,625.7600,625.3700,-0.3900,33706.0,300,625.8100,625.3500,0.4600
48,NPN,2025-08-01 05:51:00,2025-08-01 05:53:00,2.00,625.3700,625.2400,-0.1300,15987.0,410,625.3700,624.9200,0.4500
49,NPP,2025-08-01 05:54:00,2025-08-01 05:56:00,2.00,625.2400,625.1600,-0.0800,18562.0,254,625.2400,624.8300,0.4100
50,PNP,2025-08-01 05:57:00,2025-08-01 05:59:00,2.00,625.1600,625.3600,0.2000,14617.0,289,625.3600,625.1600,0.2000
51,PPN,2025-08-01 06:00:00,2025-08-01 06:02:00,2.00,625.3600,625.4200,0.0600,23929.0,556,625.5800,625.2500,0.3300
52,NPP,2025-08-01 06:03:00,2025-08-01 06:05:00,2.00,625.4200,625.5800,0.1600,12497.0,282,625.6600,625.2000,0.4600
53,PPP,2025-08-01 06:06:00,2025-08-01 06:08:00,2.00,625.5800,625.7200,0.1400,38018.0,476,625.8700,625.5400,0.3300
54,PPP,2025-08-01 06:09:00,2025-08-01 06:11:00,2.00,625.7200,626.1000,0.3800,13881.0,274,626.0900,625.7200,0.3700
55,PPP,2025-08-01 06:12:00,2025-08-01 06:14:00,2.00,626.1000,626.2800,0.1800,39606.0,540,626.4000,626.1000,0.3000
56,PPN,2025-08-01 06:15:00,2025-08-01 06:17:00,2.00,626.2800,626.4200,0.1400,5923.0,161,626.4900,626.2400,0.2500
57,NNN,2025-08-01 06:18:00,2025-08-01 06:20:00,2.00,626.4200,626.1800,-0.2400,32752.0,497,626.4400,626.2000,0.2400
58,PPP,2025-08-01 06:21:00,2025-08-01 06:23:00,2.00,626.1800,626.5200,0.3400,21421.0,326,626.4000,626.1800,0.2200
59,NPN,2025-08-01 06:24:00,2025-08-01 06:26:00,2.00,626.5200,626.4200,-0.1000,8833.0,221,626.5200,626.3200,0.2000
60,NNP,2025-08-01 06:27:00,2025-08-01 06:30:00,3.00,626.4200,626.5000,0.0800,10089.0,217,626.4500,626.2600,0.1900
61,NPN,2025-08-01 06:31:00,2025-08-01 06:33:00,2.00,626.5000,626.3000,-0.2000,5566.0,162,626.5400,626.2800,0.2600
62,POO,2025-08-01 06:34:00,2025-08-01 06:36:00,2.00,626.3000,626.4000,0.1000,6199.0,143,626.4500,626.3000,0.1500
63,PPN,2025-08-01 06:37:00,2025-08-01 06:39:00,2.00,626.4000,626.4900,0.0900,12134.0,199,626.6300,626.3700,0.2600
64,PNN,2025-08-01 06:40:00,2025-08-01 06:42:00,2.00,626.4900,626.5800,0.0900,7537.0,167,626.6900,626.4900,0.2000
65,PNN,2025-08-01 06:43:00,2025-08-01 06:45:00,2.00,626.5800,626.6000,0.0200,5398.0,113,626.6600,626.5700,0.0900
66,PPO,2025-08-01 06:46:00,2025-08-01 06:48:00,2.00,626.6000,626.8100,0.2100,11092.0,241,627.0000,626.6000,0.4000
67,NPP,2025-08-01 06:49:00,2025-08-01 06:51:00,2.00,626.8100,626.7300,-0.0800,22428.0,302,626.8100,626.4800,0.3300
68,NNP,2025-08-01 06:52:00,2025-08-01 06:54:00,2.00,626.7300,626.6400,-0.0900,16388.0,223,626.7300,626.5400,0.1900
69,PPN,2025-08-01 06:55:00,2025-08-01 06:57:00,2.00,626.6400,626.7800,0.1400,11694.0,177,626.8600,626.6000,0.2600
70,PNP,2025-08-01 06:58:00,2025-08-01 07:00:00,2.00,626.7800,629.6700,2.8900,165714.0,4827,631.6400,624.8696,6.7704
71,NPO,2025-08-01 07:01:00,2025-08-01 07:03:00,2.00,629.6700,626.9000,-2.7700,157554.0,1918,629.6700,626.6200,3.0500
72,PNP,2025-08-01 07:04:00,2025-08-01 07:06:00,2.00,626.9000,626.9498,0.0498,21369.0,434,627.0000,626.9000,0.1000
73,NPP,2025-08-01 07:07:00,2025-08-01 07:09:00,2.00,626.9498,626.8900,-0.0598,7761.0,329,626.9600,626.8100,0.1500
74,PPP,2025-08-01 07:10:00,2025-08-01 07:12:00,2.00,626.8900,627.1600,0.2700,37812.0,602,627.1600,626.8600,0.3000
75,NPN,2025-08-01 07:13:00,2025-08-01 07:15:00,2.00,627.1600,626.7900,-0.3700,30408.0,492,627.2000,626.7900,0.4100
76,PNP,2025-08-01 07:16:00,2025-08-01 07:18:00,2.00,626.7900,626.7100,-0.0800,55412.0,579,626.8800,626.5400,0.3400
77,NNN,2025-08-01 07:19:00,2025-08-01 07:21:00,2.00,626.7100,626.6200,-0.0900,35529.0,457,626.7900,626.6000,0.1900
78,PPN,2025-08-01 07:22:00,2025-08-01 07:24:00,2.00,626.6200,626.8400,0.2200,11784.0,281,626.9597,626.6200,0.3397
79,PNP,2025-08-01 07:25:00,2025-08-01 07:27:00,2.00,626.8400,626.7600,-0.0800,53683.0,622,627.0000,626.5700,0.4300
80,PNN,2025-08-01 07:28:00,2025-08-01 07:30:00,2.00,626.7600,625.9300,-0.8300,213507.0,1655,627.1000,625.5100,1.5900
81,PPN,2025-08-01 07:31:00,2025-08-01 07:33:00,2.00,625.9300,625.9400,0.0100,197452.0,1776,626.5300,625.8000,0.7300
82,NPP,2025-08-01 07:34:00,2025-08-01 07:36:00,2.00,625.9400,626.4600,0.5200,241125.0,1864,626.5400,625.4000,1.1400
83,NPP,2025-08-01 07:37:00,2025-08-01 07:39:00,2.00,626.4600,626.7400,0.2800,248341.0,2103,626.8700,626.1100,0.7600
84,PPN,2025-08-01 07:40:00,2025-08-01 07:42:00,2.00,626.7400,627.6700,0.9300,157070.0,1672,628.2000,626.7100,1.4900
85,PNN,2025-08-01 07:43:00,2025-08-01 07:45:00,2.00,627.6700,626.9300,-0.7400,122860.0,1262,627.8800,626.7400,1.1400
86,PPP,2025-08-01 07:46:00,2025-08-01 07:48:00,2.00,626.9300,627.0700,0.1400,57132.0,697,627.2900,626.7200,0.5700
87,NNN,2025-08-01 07:49:00,2025-08-01 07:51:00,2.00,627.0700,626.4500,-0.6200,68774.0,726,627.0700,626.4000,0.6700
88,NPN,2025-08-01 07:52:00,2025-08-01 07:54:00,2.00,626.4500,626.5700,0.1200,128691.0,1061,626.9000,626.3800,0.5200
89,NNP,2025-08-01 07:55:00,2025-08-01 07:57:00,2.00,626.5700,626.1800,-0.3900,127842.0,1132,626.7000,625.9200,0.7800
90,NNP,2025-08-01 07:58:00,2025-08-01 08:00:00,2.00,626.1800,626.5000,0.3200,51230.0,678,626.4700,625.8000,0.6700
91,NPN,2025-08-01 08:01:00,2025-08-01 08:03:00,2.00,626.5000,626.1000,-0.4000,65310.0,733,626.6400,625.9900,0.6500
92,PPP,2025-08-01 08:04:00,2025-08-01 08:06:00,2.00,626.1000,626.3200,0.2200,49974.0,658,626.3600,625.9800,0.3800
93,NNN,2025-08-01 08:07:00,2025-08-01 08:09:00,2.00,626.3200,626.0100,-0.3100,50086.0,702,626.4300,625.8800,0.5500
94,PNN,2025-08-01 08:10:00,2025-08-01 08:12:00,2.00,626.0100,625.7300,-0.2800,50012.0,714,626.2800,625.7400,0.5400
95,NPP,2025-08-01 08:13:00,2025-08-01 08:15:00,2.00,625.7300,625.7800,0.0500,49364.0,681,625.8100,625.6000,0.2100
96,NPP,2025-08-01 08:16:00,2025-08-01 08:18:00,2.00,625.7800,625.9799,0.1999,50761.0,685,625.9700,625.5500,0.4200
97,NNN,2025-08-01 08:19:00,2025-08-01 08:21:00,2.00,625.9799,625.6800,-0.2999,85182.0,974,626.0000,625.5000,0.5000
98,PPN,2025-08-01 08:22:00,2025-08-01 08:24:00,2.00,625.6800,625.6400,-0.0400,52764.0,655,625.8500,625.5200,0.3300
99,NPP,2025-08-01 08:25:00,2025-08-01 08:27:00,2.00,625.6400,625.4900,-0.1500,79233.0,876,625.6800,625.3000,0.3800
100,PPN,2025-08-01 08:28:00,2025-08-01 08:30:00,2.00,625.4900,625.3100,-0.1800,1180572.0,15338,626.3400,625.3000,1.0400
101,PNN,2025-08-01 08:31:00,2025-08-01 08:33:00,2.00,625.3100,624.6400,-0.6700,1808494.0,21192,625.5700,624.2300,1.3400
102,NNN,2025-08-01 08:34:00,2025-08-01 08:36:00,2.00,624.6400,623.8900,-0.7500,1459673.0,18762,624.7500,623.8600,0.8900
103,PNN,2025-08-01 08:37:00,2025-08-01 08:39:00,2.00,623.8900,623.7500,-0.1400,1310275.0,17339,624.5900,623.7100,0.8800
104,NNN,2025-08-01 08:40:00,2025-08-01 08:42:00,2.00,623.7500,622.6200,-1.1300,1322842.0,17396,623.7500,622.5700,1.1800
105,PNN,2025-08-01 08:43:00,2025-08-01 08:45:00,2.00,622.6200,621.8100,-0.8100,1382771.0,14825,622.8200,621.8300,0.9900
106,PNN,2025-08-01 08:46:00,2025-08-01 08:48:00,2.00,621.8100,621.5200,-0.2900,1570495.0,18077,622.5850,621.4900,1.0950
107,NPP,2025-08-01 08:49:00,2025-08-01 08:51:00,2.00,621.5200,621.9400,0.4200,1534401.0,18897,621.9700,621.2300,0.7400
108,NNP,2025-08-01 08:52:00,2025-08-01 08:54:00,2.00,621.9400,621.5700,-0.3700,1279560.0,16317,621.9500,621.1000,0.8500
109,PPN,2025-08-01 08:55:00,2025-08-01 08:57:00,2.00,621.5700,621.5300,-0.0400,1415548.0,16656,622.1500,621.4500,0.7000
110,OON,2025-08-01 08:58:00,2025-08-01 09:00:00,2.00,621.5300,620.3200,-1.2100,1187963.0,13406,621.8900,620.2100,1.6800
111,NNP,2025-08-01 09:01:00,2025-08-01 09:03:00,2.00,620.3200,620.4900,0.1700,1616601.0,19590,620.5300,619.6500,0.8800
112,PNP,2025-08-01 09:04:00,2025-08-01 09:06:00,2.00,620.4900,621.0000,0.5100,1857113.0,21614,621.4500,620.3600,1.0900
113,NPP,2025-08-01 09:07:00,2025-08-01 09:09:00,2.00,621.0000,621.3500,0.3500,1281688.0,18248,621.4850,620.1480,1.3370
114,PNP,2025-08-01 09:10:00,2025-08-01 09:12:00,2.00,621.3500,622.3350,0.9850,1289769.0,17581,622.5600,621.3000,1.2600
115,NPP,2025-08-01 09:13:00,2025-08-01 09:15:00,2.00,622.3350,622.1500,-0.1850,1039197.0,12950,622.4000,621.7800,0.6200
116,PPN,2025-08-01 09:16:00,2025-08-01 09:18:00,2.00,622.1500,622.6575,0.5075,934261.0,12185,622.9300,622.1300,0.8000
117,NPN,2025-08-01 09:19:00,2025-08-01 09:21:00,2.00,622.6575,622.4900,-0.1675,1060933.0,12967,623.1650,622.4300,0.7350
118,NPP,2025-08-01 09:22:00,2025-08-01 09:24:00,2.00,622.4900,623.0500,0.5600,1253553.0,12942,623.1000,622.0600,1.0400
119,NPN,2025-08-01 09:25:00,2025-08-01 09:27:00,2.00,623.0500,623.0000,-0.0500,789801.0,10132,623.5200,622.6400,0.8800
120,PPP,2025-08-01 09:28:00,2025-08-01 09:30:00,2.00,623.0000,623.4300,0.4300,965702.0,11688,623.7000,623.0000,0.7000
121,PNP,2025-08-01 09:31:00,2025-08-01 09:33:00,2.00,623.4300,623.8800,0.4500,1190911.0,11123,623.9200,623.1300,0.7900
122,NNP,2025-08-01 09:34:00,2025-08-01 09:36:00,2.00,623.8800,623.6300,-0.2500,999267.0,11646,624.0700,623.3700,0.7000
123,PNN,2025-08-01 09:37:00,2025-08-01 09:39:00,2.00,623.6300,623.0400,-0.5900,1212319.0,13937,623.9950,622.9400,1.0550
124,NPN,2025-08-01 09:40:00,2025-08-01 09:42:00,2.00,623.0400,622.7400,-0.3000,1062445.0,12771,623.3200,622.5900,0.7300
125,NPP,2025-08-01 09:43:00,2025-08-01 09:45:00,2.00,622.7400,623.5500,0.8100,1123606.0,12682,623.5700,622.2300,1.3400
126,NPN,2025-08-01 09:46:00,2025-08-01 09:48:00,2.00,623.5500,622.3800,-1.1700,1145173.0,11435,623.7500,622.3800,1.3700
127,PNN,2025-08-01 09:49:00,2025-08-01 09:51:00,2.00,622.3800,621.8300,-0.5500,954766.0,11464,622.6700,621.8100,0.8600
128,PNP,2025-08-01 09:52:00,2025-08-01 09:54:00,2.00,621.8300,622.2300,0.4000,606429.0,7909,622.4500,621.8200,0.6300
129,PNN,2025-08-01 09:55:00,2025-08-01 09:57:00,2.00,622.2300,621.9900,-0.2400,812864.0,8415,622.7300,621.9700,0.7600
130,NPN,2025-08-01 09:58:00,2025-08-01 10:00:00,2.00,621.9900,621.9000,-0.0900,848085.0,8595,622.3000,621.7000,0.6000
131,NPP,2025-08-01 10:01:00,2025-08-01 10:03:00,2.00,621.9000,622.1700,0.2700,735658.0,9121,622.3750,621.4500,0.9250
132,NPP,2025-08-01 10:04:00,2025-08-01 10:06:00,2.00,622.1700,622.3700,0.2000,688783.0,8292,622.4000,621.9000,0.5000
133,PNN,2025-08-01 10:07:00,2025-08-01 10:09:00,2.00,622.3700,622.2700,-0.1000,645825.0,8087,622.6000,622.1700,0.4300
134,NPN,2025-08-01 10:10:00,2025-08-01 10:12:00,2.00,622.2700,622.4200,0.1500,862829.0,10981,622.9793,621.9600,1.0193
135,NNP,2025-08-01 10:13:00,2025-08-01 10:15:00,2.00,622.4200,622.7000,0.2800,591202.0,7483,622.7500,622.0500,0.7000
136,NNN,2025-08-01 10:16:00,2025-08-01 10:18:00,2.00,622.7000,622.0900,-0.6100,614693.0,8329,622.9200,621.9593,0.9607
137,PPN,2025-08-01 10:19:00,2025-08-01 10:21:00,2.00,622.0900,621.9600,-0.1300,764588.0,8995,622.5600,621.9100,0.6500
138,NNN,2025-08-01 10:22:00,2025-08-01 10:24:00,2.00,621.9600,621.6000,-0.3600,664716.0,8186,622.0100,621.5400,0.4700
139,PNN,2025-08-01 10:25:00,2025-08-01 10:27:00,2.00,621.6000,621.5200,-0.0800,713630.0,8809,621.8800,621.4400,0.4400
140,NPP,2025-08-01 10:28:00,2025-08-01 10:30:00,2.00,621.5200,621.5600,0.0400,775031.0,9090,621.8951,621.3900,0.5051
141,NPP,2025-08-01 10:31:00,2025-08-01 10:33:00,2.00,621.5600,621.9200,0.3600,660510.0,8347,621.9500,621.3800,0.5700
142,NPP,2025-08-01 10:34:00,2025-08-01 10:36:00,2.00,621.9200,621.8900,-0.0300,668768.0,8161,621.9300,621.4150,0.5150
143,PPP,2025-08-01 10:37:00,2025-08-01 10:39:00,2.00,621.8900,622.6400,0.7500,673440.0,8626,622.7150,621.7700,0.9450
144,PPP,2025-08-01 10:40:00,2025-08-01 10:42:00,2.00,622.6400,623.3100,0.6700,709736.0,9147,623.3200,622.5600,0.7600
145,PPP,2025-08-01 10:43:00,2025-08-01 10:45:00,2.00,623.3100,623.8335,0.5235,798684.0,9593,623.8500,623.1700,0.6800
146,PNP,2025-08-01 10:46:00,2025-08-01 10:48:00,2.00,623.8335,623.5300,-0.3035,862340.0,9813,624.0100,623.3600,0.6500
147,PNP,2025-08-01 10:49:00,2025-08-01 10:51:00,2.00,623.5300,623.6000,0.0700,512969.0,7142,623.8300,623.4700,0.3600
148,PNP,2025-08-01 10:52:00,2025-08-01 10:54:00,2.00,623.6000,623.7200,0.1200,512269.0,6860,623.8900,623.3800,0.5100
149,NPP,2025-08-01 10:55:00,2025-08-01 10:57:00,2.00,623.7200,623.8600,0.1400,590912.0,6408,623.8900,623.4701,0.4199
150,PPP,2025-08-01 10:58:00,2025-08-01 11:00:00,2.00,623.8600,624.2000,0.3400,602424.0,8037,624.3100,623.8300,0.4800
151,NPN,2025-08-01 11:01:00,2025-08-01 11:03:00,2.00,624.2000,624.3900,0.1900,710614.0,9126,624.5850,624.1100,0.4750
152,PNP,2025-08-01 11:04:00,2025-08-01 11:06:00,2.00,624.3900,624.8450,0.4550,879811.0,8739,624.8900,624.3300,0.5600
153,NNN,2025-08-01 11:07:00,2025-08-01 11:09:00,2.00,624.8450,624.5000,-0.3450,612177.0,7830,624.9650,624.4250,0.5400
154,NPN,2025-08-01 11:10:00,2025-08-01 11:12:00,2.00,624.5000,624.1400,-0.3600,861840.0,9206,624.6700,624.1100,0.5600
155,PPN,2025-08-01 11:13:00,2025-08-01 11:15:00,2.00,624.1400,624.3800,0.2400,675728.0,8170,624.6000,624.0500,0.5500
156,NPN,2025-08-01 11:16:00,2025-08-01 11:18:00,2.00,624.3800,624.4750,0.0950,687387.0,6978,624.6800,624.1100,0.5700
157,PNN,2025-08-01 11:19:00,2025-08-01 11:21:00,2.00,624.4750,624.3100,-0.1650,861549.0,7894,624.7050,624.1400,0.5650
158,PNP,2025-08-01 11:22:00,2025-08-01 11:24:00,2.00,624.3100,624.4600,0.1500,443233.0,6020,624.5400,624.2100,0.3300
159,PNN,2025-08-01 11:25:00,2025-08-01 11:27:00,2.00,624.4600,624.5150,0.0550,531363.0,6697,624.9600,624.4107,0.5493
160,NNN,2025-08-01 11:28:00,2025-08-01 11:30:00,2.00,624.5150,624.0550,-0.4600,684961.0,8060,624.5700,623.9900,0.5800
161,NNP,2025-08-01 11:31:00,2025-08-01 11:33:00,2.00,624.0550,624.2700,0.2150,731939.0,8608,624.2550,623.7600,0.4950
162,PNN,2025-08-01 11:34:00,2025-08-01 11:36:00,2.00,624.2700,624.2500,-0.0200,624023.0,7144,624.4600,624.1100,0.3500
163,NNP,2025-08-01 11:37:00,2025-08-01 11:39:00,2.00,624.2500,623.7900,-0.4600,600159.0,7784,624.3800,623.6850,0.6950
164,NNN,2025-08-01 11:40:00,2025-08-01 11:42:00,2.00,623.7900,623.0500,-0.7400,748090.0,9095,623.7900,622.9100,0.8800
165,PPP,2025-08-01 11:43:00,2025-08-01 11:45:00,2.00,623.0500,623.5100,0.4600,672947.0,7421,623.5300,622.9650,0.5650
166,NNP,2025-08-01 11:46:00,2025-08-01 11:48:00,2.00,623.5100,623.1100,-0.4000,632527.0,7769,623.6650,623.0200,0.6450
167,NNP,2025-08-01 11:49:00,2025-08-01 11:51:00,2.00,623.1100,622.8450,-0.2650,632930.0,7693,623.1800,622.6300,0.5500
168,NNO,2025-08-01 11:52:00,2025-08-01 11:54:00,2.00,622.8450,622.3400,-0.5050,1252978.0,12957,623.0800,622.2000,0.8800
169,NNP,2025-08-01 11:55:00,2025-08-01 11:57:00,2.00,622.3400,621.7200,-0.6200,1482148.0,14103,622.5000,621.5300,0.9700
170,NNP,2025-08-01 11:58:00,2025-08-01 12:00:00,2.00,621.7200,621.4500,-0.2700,1325193.0,13555,621.7900,621.2000,0.5900
171,NNO,2025-08-01 12:01:00,2025-08-01 12:03:00,2.00,621.4500,621.1200,-0.3300,1181358.0,12645,621.6750,620.8300,0.8450
172,NNP,2025-08-01 12:04:00,2025-08-01 12:06:00,2.00,621.1200,620.8700,-0.2500,773426.0,8913,621.3400,620.6650,0.6750
173,PPN,2025-08-01 12:07:00,2025-08-01 12:09:00,2.00,620.8700,621.2700,0.4000,1117510.0,11994,621.4700,620.7900,0.6800
174,PNP,2025-08-01 12:10:00,2025-08-01 12:12:00,2.00,621.2700,621.3100,0.0400,792944.0,9144,621.5000,621.0800,0.4200
175,NPP,2025-08-01 12:13:00,2025-08-01 12:15:00,2.00,621.3100,620.8800,-0.4300,646348.0,7609,621.3100,620.7700,0.5400
176,NNP,2025-08-01 12:16:00,2025-08-01 12:18:00,2.00,620.8800,620.8200,-0.0600,617572.0,6980,621.0800,620.5700,0.5100
177,NPP,2025-08-01 12:19:00,2025-08-01 12:21:00,2.00,620.8200,621.0150,0.1950,691437.0,7831,621.0500,620.5350,0.5150
178,PPN,2025-08-01 12:22:00,2025-08-01 12:24:00,2.00,621.0150,620.9000,-0.1150,827699.0,9216,621.3100,620.8300,0.4800
179,NNN,2025-08-01 12:25:00,2025-08-01 12:27:00,2.00,620.9000,620.4600,-0.4400,619918.0,6662,620.9600,620.4300,0.5300
180,PPP,2025-08-01 12:28:00,2025-08-01 12:30:00,2.00,620.4600,621.2100,0.7500,881521.0,9472,621.3700,620.3350,1.0350
181,NPP,2025-08-01 12:31:00,2025-08-01 12:33:00,2.00,621.2100,621.1000,-0.1100,668398.0,8408,621.2700,620.8600,0.4100
182,NNN,2025-08-01 12:34:00,2025-08-01 12:36:00,2.00,621.1000,620.4700,-0.6300,644206.0,7814,621.2500,620.4200,0.8300
183,NNP,2025-08-01 12:37:00,2025-08-01 12:39:00,2.00,620.4700,620.3800,-0.0900,578655.0,7192,620.4900,620.2100,0.2800
184,POP,2025-08-01 12:40:00,2025-08-01 12:42:00,2.00,620.3800,620.9700,0.5900,716002.0,8214,621.0900,620.3000,0.7900
185,NNP,2025-08-01 12:43:00,2025-08-01 12:45:00,2.00,620.9700,620.9100,-0.0600,487525.0,5905,621.0252,620.5900,0.4352
186,NNP,2025-08-01 12:46:00,2025-08-01 12:48:00,2.00,620.9100,620.7000,-0.2100,610909.0,7300,620.9600,620.3000,0.6600
