pattern,timestamp,minute_1_time,minute_2_time,minute_3_time,first_open,last_next_open,total_change,change_1,change_2,change_3,volume
NNP,2025-08-18 12:55:00,12:55:00,12:56:00,12:57:00,642.8500,642.8400,-0.0100,-0.0200,-0.0400,0.0500,129129.0
NON,2025-08-18 12:58:00,12:58:00,12:59:00,13:00:00,642.8400,642.6100,-0.2300,-0.0500,0.0000,-0.1800,280482.0
PPN,2025-08-18 13:01:00,13:01:00,13:02:00,13:03:00,642.6100,642.6500,0.0400,0.0101,0.0649,-0.0350,127039.0
PPP,2025-08-18 13:04:00,13:04:00,13:05:00,13:06:00,642.6500,642.7800,0.1300,0.0300,0.0300,0.0700,182932.0
PNP,2025-08-18 13:07:00,13:07:00,13:08:00,13:09:00,642.7800,642.8801,0.1001,0.0500,-0.0165,0.0666,186583.0
PNN,2025-08-18 13:10:00,13:10:00,13:11:00,13:12:00,642.8801,642.8450,-0.0351,0.0999,-0.0200,-0.1150,208619.0
NNP,2025-08-18 13:13:00,13:13:00,13:14:00,13:15:00,642.8450,642.7400,-0.1050,-0.1350,-0.0050,0.0350,164703.0
ONN,2025-08-18 13:16:00,13:16:00,13:17:00,13:18:00,642.7400,642.5400,-0.2000,0.0000,-0.0550,-0.1450,226602.0
PNN,2025-08-18 13:19:00,13:19:00,13:20:00,13:21:00,642.5400,642.6100,0.0700,0.1000,-0.0200,-0.0100,147268.0
PPN,2025-08-18 13:22:00,13:22:00,13:23:00,13:24:00,642.6100,642.7900,0.1800,0.1700,0.0266,-0.0166,175846.0
PPN,2025-08-18 13:25:00,13:25:00,13:26:00,13:27:00,642.7900,642.7800,-0.0100,0.1000,0.0100,-0.1200,139330.0
NPP,2025-08-18 13:28:00,13:28:00,13:29:00,13:30:00,642.7800,642.8100,0.0300,-0.0601,0.0301,0.0600,370825.0
PNN,2025-08-18 13:31:00,13:31:00,13:32:00,13:33:00,642.8100,642.9700,0.1600,0.1900,-0.0150,-0.0150,249928.0
NNP,2025-08-18 13:34:00,13:34:00,13:35:00,13:36:00,642.9700,643.0750,0.1050,-0.0100,-0.0200,0.1350,212881.0
NNN,2025-08-18 13:37:00,13:37:00,13:38:00,13:39:00,643.0750,642.9100,-0.1650,-0.0050,-0.1100,-0.0500,188429.0
NNP,2025-08-18 13:40:00,13:40:00,13:41:00,13:42:00,642.9100,642.9200,0.0100,-0.0300,-0.0800,0.1200,232402.0
PPN,2025-08-18 13:43:00,13:43:00,13:44:00,13:45:00,642.9200,643.1050,0.1850,0.1500,0.0500,-0.0150,308553.0
PPN,2025-08-18 13:46:00,13:46:00,13:47:00,13:48:00,643.1050,643.0750,-0.0300,0.0550,0.0100,-0.0950,359949.0
PPP,2025-08-18 13:49:00,13:49:00,13:50:00,13:51:00,643.0750,643.3200,0.2450,0.0550,0.1200,0.0700,228895.0
PPN,2025-08-18 13:52:00,13:52:00,13:53:00,13:54:00,643.3200,643.4100,0.0900,0.0800,0.0300,-0.0200,349416.0
PNN,2025-08-18 13:55:00,13:55:00,13:56:00,13:57:00,643.4100,643.4800,0.0700,0.0800,-0.0020,-0.0080,232302.0
NPN,2025-08-18 13:58:00,13:58:00,13:59:00,14:00:00,643.4800,643.3600,-0.1200,-0.0800,0.0300,-0.0700,289568.0
NPP,2025-08-18 14:01:00,14:01:00,14:02:00,14:03:00,643.3600,643.4800,0.1200,-0.0150,0.0150,0.1200,389025.0
NNN,2025-08-18 14:04:00,14:04:00,14:05:00,14:06:00,643.4800,643.3800,-0.1000,-0.0300,-0.0600,-0.0100,148827.0
PPN,2025-08-18 14:07:00,14:07:00,14:08:00,14:09:00,643.3800,643.3800,0.0000,0.0400,0.1191,-0.1591,246575.0
PNN,2025-08-18 14:10:00,14:10:00,14:11:00,14:12:00,643.3800,643.2000,-0.1800,0.0500,-0.1350,-0.0950,260190.0
PNP,2025-08-18 14:13:00,14:13:00,14:14:00,14:15:00,643.2000,643.2600,0.0600,0.0100,-0.0300,0.0800,271074.0
PNP,2025-08-18 14:16:00,14:16:00,14:17:00,14:18:00,643.2600,643.3200,0.0600,0.0750,-0.1000,0.0850,293274.0
PNN,2025-08-18 14:19:00,14:19:00,14:20:00,14:21:00,643.3200,643.2600,-0.0600,0.0400,-0.0250,-0.0750,393236.0
PPN,2025-08-18 14:22:00,14:22:00,14:23:00,14:24:00,643.2600,643.2550,-0.0050,0.0500,0.0450,-0.1000,274634.0
NPP,2025-08-18 14:25:00,14:25:00,14:26:00,14:27:00,643.2550,643.2800,0.0250,-0.0450,0.0020,0.0680,464932.0
NPN,2025-08-18 14:28:00,14:28:00,14:29:00,14:30:00,643.2800,643.1900,-0.0900,-0.0600,0.0300,-0.0600,234047.0
NPP,2025-08-18 14:31:00,14:31:00,14:32:00,14:33:00,643.1900,643.2111,0.0211,-0.0250,0.0172,0.0289,204672.0
PPP,2025-08-18 14:34:00,14:34:00,14:35:00,14:36:00,643.2111,643.4800,0.2689,0.0289,0.1892,0.0508,426102.0
PNN,2025-08-18 14:37:00,14:37:00,14:38:00,14:39:00,643.4800,643.3100,-0.1700,0.0950,-0.1900,-0.0750,726346.0
PNN,2025-08-18 14:40:00,14:40:00,14:41:00,14:42:00,643.3100,643.3500,0.0400,0.1200,-0.0500,-0.0300,465791.0
PPP,2025-08-18 14:43:00,14:43:00,14:44:00,14:45:00,643.3500,643.5800,0.2300,0.0550,0.0450,0.1300,718172.0
PPN,2025-08-18 14:46:00,14:46:00,14:47:00,14:48:00,643.5800,643.5300,-0.0500,0.1000,0.0200,-0.1700,828719.0
PNN,2025-08-18 14:49:00,14:49:00,14:50:00,14:51:00,643.5300,643.3400,-0.1900,0.0500,-0.2100,-0.0300,871310.0
PPP,2025-08-18 14:52:00,14:52:00,14:53:00,14:54:00,643.3400,643.8000,0.4600,0.1050,0.0650,0.2900,1145826.0
NPN,2025-08-18 14:55:00,14:55:00,14:56:00,14:57:00,643.8000,643.7100,-0.0900,-0.1400,0.0767,-0.0267,973179.0
NNN,2025-08-18 14:58:00,14:58:00,14:59:00,15:00:00,643.7100,643.2300,-0.4800,-0.1400,-0.2900,-0.0500,1557312.0
PNN,2025-08-18 15:01:00,15:01:00,15:02:00,15:03:00,643.2300,643.3100,0.0800,0.1300,-0.0400,-0.0100,340877.0
PPN,2025-08-18 15:04:00,15:04:00,15:05:00,15:06:00,643.3100,643.3200,0.0100,0.0190,0.0010,-0.0100,153385.0
PPP,2025-08-18 15:07:00,15:07:00,15:08:00,15:09:00,643.3200,643.3800,0.0600,0.0100,0.0400,0.0100,46686.0
OPN,2025-08-18 15:10:00,15:10:00,15:11:00,15:12:00,643.3800,643.3400,-0.0400,0.0000,0.0100,-0.0500,655000.0
NNP,2025-08-18 15:13:00,15:13:00,15:14:00,15:15:00,643.3400,643.3300,-0.0100,-0.0100,-0.0300,0.0300,67492.0
NPN,2025-08-18 15:16:00,15:16:00,15:17:00,15:18:00,643.3300,643.2400,-0.0900,-0.1100,0.0300,-0.0100,57103.0
ONN,2025-08-18 15:19:00,15:19:00,15:20:00,15:21:00,643.2400,643.1600,-0.0800,0.0000,-0.0600,-0.0200,9144.0
NNP,2025-08-18 15:22:00,15:22:00,15:23:00,15:24:00,643.1600,643.0900,-0.0700,-0.0400,-0.0900,0.0600,16563.0
PPO,2025-08-18 15:25:00,15:25:00,15:26:00,15:27:00,643.0900,643.1600,0.0700,0.0600,0.0099,0.0001,12583.0
NON,2025-08-18 15:28:00,15:28:00,15:29:00,15:30:00,643.1600,643.0997,-0.0603,-0.0100,0.0000,-0.0503,31723.0
PPP,2025-08-18 15:31:00,15:31:00,15:32:00,15:33:00,643.0997,643.2200,0.1203,0.0403,0.0500,0.0300,44954.0
PPO,2025-08-18 15:34:00,15:34:00,15:35:00,15:36:00,643.2200,643.3300,0.1100,0.0300,0.0800,0.0000,21136.0
NNN,2025-08-18 15:37:00,15:37:00,15:38:00,15:39:00,643.3300,643.1000,-0.2300,-0.1000,-0.1200,-0.0100,10102.0
PPN,2025-08-18 15:40:00,15:40:00,15:41:00,15:42:00,643.1000,643.1500,0.0500,0.0500,0.0100,-0.0100,5263.0
OPO,2025-08-18 15:43:00,15:43:00,15:44:00,15:45:00,643.1500,643.1900,0.0400,0.0000,0.0400,0.0000,7883.0
PNP,2025-08-18 15:46:00,15:46:00,15:47:00,15:48:00,643.1900,643.2500,0.0600,0.0500,-0.0300,0.0400,7065.0
POO,2025-08-18 15:49:00,15:49:00,15:51:00,15:52:00,643.2500,643.2700,0.0200,0.0200,0.0000,0.0000,2065.0
PNP,2025-08-18 15:53:00,15:53:00,15:54:00,15:55:00,643.2700,643.2800,0.0100,0.0200,-0.0200,0.0100,4380.0
PNN,2025-08-18 15:56:00,15:56:00,15:57:00,15:58:00,643.2800,643.1800,-0.1000,0.0200,-0.0400,-0.0800,19814.0
NPP,2025-08-18 15:59:00,15:59:00,16:00:00,16:01:00,643.1800,643.2400,0.0600,-0.0700,0.0100,0.1200,14960.0
NPN,2025-08-18 16:02:00,16:02:00,16:03:00,16:04:00,643.2400,643.2100,-0.0300,-0.0400,0.0200,-0.0100,1571.0
PNP,2025-08-18 16:05:00,16:05:00,16:07:00,16:08:00,643.2100,643.2000,-0.0100,0.0100,-0.1000,0.0800,3141.0
PNP,2025-08-18 16:10:00,16:10:00,16:11:00,16:12:00,643.2000,643.2600,0.0600,0.0700,-0.1400,0.1300,3852.0
NOO,2025-08-18 16:16:00,16:16:00,16:18:00,16:19:00,643.2600,643.2000,-0.0600,-0.0600,0.0000,0.0000,3303.0
NPP,2025-08-18 16:20:00,16:20:00,16:21:00,16:23:00,643.2000,643.2400,0.0400,-0.0200,0.0400,0.0200,2020.0
NPO,2025-08-18 16:27:00,16:27:00,16:28:00,16:29:00,643.2400,643.2200,-0.0200,-0.0600,0.0400,0.0000,1126.0
NOP,2025-08-18 16:31:00,16:31:00,16:33:00,16:34:00,643.2200,643.2200,0.0000,-0.0100,0.0000,0.0100,1657.0
NOO,2025-08-18 16:35:00,16:35:00,16:36:00,16:37:00,643.2200,643.1900,-0.0300,-0.0300,0.0000,0.0000,2321.0
PPP,2025-08-18 16:38:00,16:38:00,16:41:00,16:43:00,643.1900,643.2100,0.0200,0.0092,0.0007,0.0101,2614.0
NNP,2025-08-18 16:44:00,16:44:00,16:46:00,16:47:00,643.2100,643.1840,-0.0260,-0.0100,-0.0300,0.0140,5122.0
NOP,2025-08-18 16:49:00,16:49:00,16:52:00,16:53:00,643.1840,643.1800,-0.0040,-0.0140,0.0000,0.0100,1365.0
PNP,2025-08-18 16:56:00,16:56:00,16:57:00,16:58:00,643.1800,643.2000,0.0200,0.0100,-0.0012,0.0112,5585.0
PPO,2025-08-18 16:59:00,16:59:00,17:00:00,17:01:00,643.2000,643.4400,0.2400,0.0800,0.1600,0.0000,11199.0
POP,2025-08-18 17:02:00,17:02:00,17:03:00,17:04:00,643.4400,643.8700,0.4300,0.1100,0.0000,0.3200,6695.0
PNN,2025-08-18 17:05:00,17:05:00,17:06:00,17:07:00,643.8700,643.9800,0.1100,0.2000,-0.0800,-0.0100,30135.0
NPN,2025-08-18 17:08:00,17:08:00,17:09:00,17:10:00,643.9800,643.8800,-0.1000,-0.0700,0.0400,-0.0700,10557.0
PNP,2025-08-18 17:12:00,17:12:00,17:13:00,17:14:00,643.8800,643.9200,0.0400,0.0100,-0.0100,0.0400,6404.0
NPO,2025-08-18 17:16:00,17:16:00,17:19:00,17:20:00,643.9200,643.8300,-0.0900,-0.1000,0.0100,0.0000,2587.0
NNN,2025-08-18 17:21:00,17:21:00,17:22:00,17:24:00,643.8300,643.6300,-0.2000,-0.0500,-0.0300,-0.1200,6680.0
PPN,2025-08-18 17:25:00,17:25:00,17:27:00,17:28:00,643.6300,643.6000,-0.0300,0.0100,0.0300,-0.0700,8226.0
PNP,2025-08-18 17:29:00,17:29:00,17:32:00,17:34:00,643.6000,643.6600,0.0600,0.0600,-0.0300,0.0300,1235.0
PPN,2025-08-18 17:35:00,17:35:00,17:36:00,17:37:00,643.6600,643.6900,0.0300,0.0300,0.0300,-0.0300,2373.0
NPN,2025-08-18 17:38:00,17:38:00,17:39:00,17:40:00,643.6900,643.5701,-0.1199,-0.0900,0.0100,-0.0399,1572.0
PNP,2025-08-18 17:41:00,17:41:00,17:42:00,17:43:00,643.5701,643.6000,0.0299,0.0491,-0.0292,0.0100,20353.0
OPP,2025-08-18 17:44:00,17:44:00,17:45:00,17:46:00,643.6000,643.6800,0.0800,0.0000,0.0600,0.0200,6495.0
PPP,2025-08-18 17:48:00,17:48:00,17:49:00,17:50:00,643.6800,643.7900,0.1100,0.0199,0.0201,0.0700,1268.0
PNN,2025-08-18 17:51:00,17:51:00,17:53:00,17:55:00,643.7900,643.8100,0.0200,0.0597,-0.0197,-0.0200,2276.0
NNN,2025-08-18 17:56:00,17:56:00,17:57:00,17:58:00,643.8100,643.7800,-0.0300,-0.0100,-0.0100,-0.0100,2268.0
PNN,2025-08-18 17:59:00,17:59:00,18:00:00,18:02:00,643.7800,643.6300,-0.1500,0.0700,-0.2096,-0.0104,4333.0
PPP,2025-08-18 18:03:00,18:03:00,18:04:00,18:05:00,643.6300,643.6900,0.0600,0.0111,0.0289,0.0200,1240.0
NOO,2025-08-18 18:07:00,18:07:00,18:08:00,18:09:00,643.6900,643.6800,-0.0100,-0.0100,0.0000,0.0000,1641.0
NNP,2025-08-18 18:11:00,18:11:00,18:13:00,18:14:00,643.6800,643.6900,0.0100,-0.0200,-0.0102,0.0402,2922.0
PNN,2025-08-18 18:17:00,18:17:00,18:18:00,18:19:00,643.6900,643.6600,-0.0300,0.0583,-0.0008,-0.0875,2499.0
NPN,2025-08-18 18:31:00,18:31:00,18:32:00,18:33:00,643.6600,643.4200,-0.2400,-0.1300,0.0500,-0.1600,2474.0
PNP,2025-08-18 18:34:00,18:34:00,18:35:00,18:36:00,643.4200,643.5200,0.1000,0.0700,-0.0100,0.0400,1196.0
PON,2025-08-18 18:46:00,18:46:00,18:49:00,18:50:00,643.5200,643.5900,0.0700,0.1100,0.0000,-0.0400,1811.0
NPP,2025-08-18 18:51:00,18:51:00,18:52:00,18:54:00,643.5900,643.6400,0.0500,-0.0185,0.0185,0.0500,3495.0
PNN,2025-08-18 18:55:00,18:55:00,18:56:00,18:58:00,643.6400,643.5500,-0.0900,0.0100,-0.0500,-0.0500,1423.0
NPO,2025-08-18 18:59:00,18:59:00,03:00:00,03:02:00,643.5500,642.8300,-0.7200,-0.9200,0.2000,0.0000,3144.0
NNN,2025-08-19 03:04:00,03:04:00,03:07:00,03:09:00,642.8300,642.4900,-0.3400,-0.1600,-0.0700,-0.1100,2652.0
NPO,2025-08-19 03:11:00,03:11:00,03:13:00,03:16:00,642.4900,642.4700,-0.0200,-0.0800,0.0600,0.0000,1595.0
NPP,2025-08-19 03:17:00,03:17:00,03:20:00,03:21:00,642.4700,642.6200,0.1500,-0.0100,0.0500,0.1100,933.0
PNP,2025-08-19 03:23:00,03:23:00,03:26:00,03:37:00,642.6200,642.6600,0.0400,0.0300,-0.0400,0.0500,1151.0
NPP,2025-08-19 03:38:00,03:38:00,03:39:00,03:40:00,642.6600,642.7200,0.0600,-0.0100,0.0400,0.0300,1109.0
PPP,2025-08-19 03:41:00,03:41:00,03:43:00,03:44:00,642.7200,642.9400,0.2200,0.0800,0.0100,0.1300,1493.0
PON,2025-08-19 03:49:00,03:49:00,03:50:00,03:51:00,642.9400,642.9400,0.0000,0.0300,0.0000,-0.0300,765.0
PPO,2025-08-19 03:52:00,03:52:00,03:53:00,03:54:00,642.9400,643.0000,0.0600,0.0500,0.0100,0.0000,1060.0
NPN,2025-08-19 03:55:00,03:55:00,03:57:00,04:01:00,643.0000,642.9700,-0.0300,-0.0200,0.0200,-0.0300,1936.0
PPP,2025-08-19 04:04:00,04:04:00,04:06:00,04:09:00,642.9700,643.1300,0.1600,0.0400,0.0500,0.0700,581.0
PNN,2025-08-19 04:10:00,04:10:00,04:11:00,04:12:00,643.1300,643.0600,-0.0700,0.0300,-0.0400,-0.0600,2110.0
PPP,2025-08-19 04:13:00,04:13:00,04:16:00,04:17:00,643.0600,643.1500,0.0900,0.0500,0.0100,0.0300,3298.0
POP,2025-08-19 04:18:00,04:18:00,04:19:00,04:21:00,643.1500,643.2800,0.1300,0.0500,0.0000,0.0800,3351.0
NPP,2025-08-19 04:22:00,04:22:00,04:23:00,04:26:00,643.2800,643.3000,0.0200,-0.0200,0.0100,0.0300,7454.0
PNO,2025-08-19 04:27:00,04:27:00,04:28:00,04:29:00,643.3000,643.3300,0.0300,0.0500,-0.0200,0.0000,4344.0
NNP,2025-08-19 04:30:00,04:30:00,04:32:00,04:33:00,643.3300,643.3300,0.0000,-0.0200,-0.0300,0.0500,3154.0
NNN,2025-08-19 04:34:00,04:34:00,04:39:00,04:46:00,643.3300,643.1200,-0.2100,-0.0700,-0.0300,-0.1100,598.0
NNN,2025-08-19 04:54:00,04:54:00,04:58:00,05:00:00,643.1200,642.7000,-0.4200,-0.0700,-0.0400,-0.3100,9704.0
PPP,2025-08-19 05:01:00,05:01:00,05:02:00,05:03:00,642.7000,642.8600,0.1600,0.0500,0.0800,0.0300,1855.0
PPN,2025-08-19 05:04:00,05:04:00,05:05:00,05:07:00,642.8600,642.9200,0.0600,0.0400,0.0300,-0.0100,2223.0
NPP,2025-08-19 05:16:00,05:16:00,05:17:00,05:18:00,642.9200,642.8600,-0.0600,-0.1100,0.0400,0.0100,8385.0
POP,2025-08-19 05:21:00,05:21:00,05:22:00,05:29:00,642.8600,642.9600,0.1000,0.0500,0.0000,0.0500,1291.0
NNP,2025-08-19 05:31:00,05:31:00,05:33:00,05:35:00,642.9600,642.8900,-0.0700,-0.1200,-0.0600,0.1100,931.0
NNN,2025-08-19 05:38:00,05:38:00,05:40:00,05:41:00,642.8900,642.7500,-0.1400,-0.0600,-0.0200,-0.0600,2389.0
PNP,2025-08-19 05:42:00,05:42:00,05:44:00,05:48:00,642.7500,642.8000,0.0500,0.1000,-0.1100,0.0600,5488.0
NPN,2025-08-19 05:49:00,05:49:00,05:51:00,05:54:00,642.8000,642.6300,-0.1700,-0.2000,0.0800,-0.0500,3595.0
PPN,2025-08-19 05:55:00,05:55:00,06:00:00,06:01:00,642.6300,642.7100,0.0800,0.0300,0.1200,-0.0700,3608.0
PNN,2025-08-19 06:02:00,06:02:00,06:03:00,06:04:00,642.7100,642.6700,-0.0400,0.0300,-0.0400,-0.0300,1845.0
PPN,2025-08-19 06:05:00,06:05:00,06:08:00,06:11:00,642.6700,642.7900,0.1200,0.0200,0.1100,-0.0100,1505.0
NPP,2025-08-19 06:12:00,06:12:00,06:13:00,06:14:00,642.7900,642.8000,0.0100,-0.0800,0.0300,0.0600,3241.0
OPN,2025-08-19 06:18:00,06:18:00,06:19:00,06:20:00,642.8000,642.7800,-0.0200,0.0000,0.0200,-0.0400,539.0
NPP,2025-08-19 06:24:00,06:24:00,06:25:00,06:27:00,642.7800,642.8000,0.0200,-0.0100,0.0200,0.0100,662.0
NNN,2025-08-19 06:29:00,06:29:00,06:30:00,06:32:00,642.8000,642.7100,-0.0900,-0.0500,-0.0100,-0.0300,15665.0
NPP,2025-08-19 06:33:00,06:33:00,06:34:00,06:36:00,642.7100,642.8000,0.0900,-0.0100,0.0600,0.0400,11591.0
PNP,2025-08-19 06:37:00,06:37:00,06:38:00,06:39:00,642.8000,642.7900,-0.0100,0.0100,-0.0600,0.0400,1662.0
PPP,2025-08-19 06:41:00,06:41:00,06:43:00,06:44:00,642.7900,643.0000,0.2100,0.0200,0.0100,0.1800,1389.0
NPP,2025-08-19 06:45:00,06:45:00,06:47:00,06:48:00,643.0000,643.1600,0.1600,-0.0900,0.2000,0.0500,2975.0
PPN,2025-08-19 06:49:00,06:49:00,06:50:00,06:52:00,643.1600,643.2000,0.0400,0.0400,0.0600,-0.0600,5303.0
NPP,2025-08-19 06:53:00,06:53:00,06:54:00,06:58:00,643.2000,643.2000,0.0000,-0.0600,0.0500,0.0100,2141.0
PNP,2025-08-19 06:59:00,06:59:00,07:00:00,07:01:00,643.2000,643.1000,-0.1000,0.0100,-0.5500,0.4400,38190.0
NPN,2025-08-19 07:02:00,07:02:00,07:03:00,07:04:00,643.1000,643.0000,-0.1000,-0.0300,0.0503,-0.1203,5553.0
NNN,2025-08-19 07:05:00,07:05:00,07:06:00,07:07:00,643.0000,642.8000,-0.2000,-0.0600,-0.1200,-0.0200,2695.0
NPP,2025-08-19 07:08:00,07:08:00,07:09:00,07:10:00,642.8000,642.9400,0.1400,-0.0200,0.1100,0.0500,3340.0
PPP,2025-08-19 07:11:00,07:11:00,07:12:00,07:13:00,642.9400,643.0400,0.1000,0.0800,0.0100,0.0100,5736.0
PNO,2025-08-19 07:14:00,07:14:00,07:15:00,07:16:00,643.0400,643.0300,-0.0100,0.0400,-0.0500,0.0000,21206.0
PNN,2025-08-19 07:17:00,07:17:00,07:18:00,07:19:00,643.0300,642.9800,-0.0500,0.0200,-0.0200,-0.0500,3802.0
PNP,2025-08-19 07:20:00,07:20:00,07:21:00,07:22:00,642.9800,643.0600,0.0800,0.0500,-0.0600,0.0900,6545.0
PPP,2025-08-19 07:23:00,07:23:00,07:24:00,07:25:00,643.0600,643.1950,0.1350,0.0300,0.0400,0.0650,7080.0
PPO,2025-08-19 07:26:00,07:26:00,07:27:00,07:28:00,643.1950,643.2500,0.0550,0.0262,0.0288,0.0000,12275.0
PNP,2025-08-19 07:29:00,07:29:00,07:30:00,07:31:00,643.2500,643.2300,-0.0200,0.0200,-0.0900,0.0500,17377.0
NNP,2025-08-19 07:32:00,07:32:00,07:33:00,07:34:00,643.2300,643.1500,-0.0800,-0.0800,-0.0200,0.0200,7045.0
PPO,2025-08-19 07:35:00,07:35:00,07:36:00,07:37:00,643.1500,643.2500,0.1000,0.0401,0.0599,0.0000,13407.0
PPN,2025-08-19 07:38:00,07:38:00,07:39:00,07:40:00,643.2500,643.3000,0.0500,0.0300,0.0300,-0.0100,7111.0
NNN,2025-08-19 07:41:00,07:41:00,07:42:00,07:43:00,643.3000,643.2000,-0.1000,-0.0200,-0.0500,-0.0300,6690.0
NNN,2025-08-19 07:44:00,07:44:00,07:45:00,07:46:00,643.2000,643.0400,-0.1600,-0.0200,-0.0100,-0.1300,8235.0
NNN,2025-08-19 07:47:00,07:47:00,07:48:00,07:49:00,643.0400,642.8700,-0.1700,-0.0400,-0.0400,-0.0900,15518.0
NPP,2025-08-19 07:50:00,07:50:00,07:51:00,07:52:00,642.8700,642.8801,0.0101,-0.1100,0.0800,0.0401,17428.0
ONP,2025-08-19 07:53:00,07:53:00,07:54:00,07:55:00,642.8801,642.9100,0.0299,-0.0001,-0.0400,0.0700,8505.0
NPN,2025-08-19 07:56:00,07:56:00,07:57:00,07:58:00,642.9100,642.8600,-0.0500,-0.0500,0.0400,-0.0400,19107.0
NPN,2025-08-19 07:59:00,07:59:00,08:00:00,08:01:00,642.8600,642.8300,-0.0300,-0.0500,0.0500,-0.0300,24288.0
PPP,2025-08-19 08:02:00,08:02:00,08:03:00,08:04:00,642.8300,642.9600,0.1300,0.0700,0.0500,0.0100,6521.0
NNP,2025-08-19 08:05:00,08:05:00,08:06:00,08:07:00,642.9600,642.7700,-0.1900,-0.1300,-0.1000,0.0400,16086.0
PON,2025-08-19 08:08:00,08:08:00,08:09:00,08:10:00,642.7700,642.7300,-0.0400,0.0100,0.0000,-0.0500,18678.0
PPO,2025-08-19 08:11:00,08:11:00,08:12:00,08:13:00,642.7300,642.7600,0.0300,0.0200,0.0100,0.0000,5141.0
PPN,2025-08-19 08:14:00,08:14:00,08:15:00,08:16:00,642.7600,642.7800,0.0200,0.0200,0.0100,-0.0100,5839.0
NON,2025-08-19 08:18:00,08:18:00,08:19:00,08:20:00,642.7800,642.7500,-0.0300,-0.0100,-0.0001,-0.0199,3685.0
PPP,2025-08-19 08:21:00,08:21:00,08:22:00,08:23:00,642.7500,642.9500,0.2000,0.0295,0.0405,0.1300,12562.0
NPN,2025-08-19 08:24:00,08:24:00,08:25:00,08:26:00,642.9500,642.9000,-0.0500,-0.1000,0.0900,-0.0400,14953.0
PPP,2025-08-19 08:27:00,08:27:00,08:28:00,08:29:00,642.9000,643.1200,0.2200,0.0400,0.1100,0.0700,66274.0
NNN,2025-08-19 08:30:00,08:30:00,08:31:00,08:32:00,643.1200,642.2100,-0.9100,-0.1300,-0.3600,-0.4200,1065294.0
PNN,2025-08-19 08:33:00,08:33:00,08:34:00,08:35:00,642.2100,642.1100,-0.1000,0.0500,-0.1100,-0.0400,1041428.0
PPN,2025-08-19 08:36:00,08:36:00,08:37:00,08:38:00,642.1100,642.7000,0.5900,0.3300,0.2700,-0.0100,669812.0
NPP,2025-08-19 08:39:00,08:39:00,08:40:00,08:41:00,642.7000,643.2500,0.5500,-0.0800,0.2700,0.3600,704653.0
NPN,2025-08-19 08:42:00,08:42:00,08:43:00,08:44:00,643.2500,642.8400,-0.4100,-0.0800,0.0158,-0.3458,820215.0
NNN,2025-08-19 08:45:00,08:45:00,08:46:00,08:47:00,642.8400,642.3800,-0.4600,-0.2800,-0.1400,-0.0400,732480.0
PPN,2025-08-19 08:48:00,08:48:00,08:49:00,08:50:00,642.3800,642.4400,0.0600,0.1100,0.0500,-0.1000,620427.0
PNP,2025-08-19 08:51:00,08:51:00,08:52:00,08:53:00,642.4400,643.1200,0.6800,0.2600,-0.0900,0.5100,542449.0
NNP,2025-08-19 08:54:00,08:54:00,08:55:00,08:56:00,643.1200,643.0800,-0.0400,-0.0350,-0.1250,0.1200,445307.0
NNN,2025-08-19 08:57:00,08:57:00,08:58:00,08:59:00,643.0800,642.8600,-0.2200,-0.0400,-0.0200,-0.1600,344552.0
PPP,2025-08-19 09:00:00,09:00:00,09:01:00,09:02:00,642.8600,643.2800,0.4200,0.0200,0.1700,0.2300,442258.0
PPN,2025-08-19 09:03:00,09:03:00,09:04:00,09:05:00,643.2800,643.9550,0.6750,0.2900,0.5200,-0.1350,955066.0
PNN,2025-08-19 09:06:00,09:06:00,09:07:00,09:08:00,643.9550,643.7700,-0.1850,0.0650,-0.1900,-0.0600,488634.0
PPN,2025-08-19 09:09:00,09:09:00,09:10:00,09:11:00,643.7700,643.9300,0.1600,0.2400,0.0100,-0.0900,422371.0
NNN,2025-08-19 09:12:00,09:12:00,09:13:00,09:14:00,643.9300,643.7700,-0.1600,-0.0900,-0.0500,-0.0200,348127.0
NNP,2025-08-19 09:15:00,09:15:00,09:16:00,09:17:00,643.7700,643.7193,-0.0507,-0.0850,-0.0950,0.1293,413256.0
PPP,2025-08-19 09:18:00,09:18:00,09:19:00,09:20:00,643.7193,643.8250,0.1057,0.0557,0.0150,0.0350,313505.0
PPN,2025-08-19 09:21:00,09:21:00,09:22:00,09:23:00,643.8250,643.6850,-0.1400,0.0200,0.0450,-0.2050,299510.0
PNN,2025-08-19 09:24:00,09:24:00,09:25:00,09:26:00,643.6850,643.6000,-0.0850,0.1150,-0.1900,-0.0100,317178.0
NNN,2025-08-19 09:27:00,09:27:00,09:28:00,09:29:00,643.6000,643.0400,-0.5600,-0.3100,-0.1700,-0.0800,933239.0
NNP,2025-08-19 09:30:00,09:30:00,09:31:00,09:32:00,643.0400,643.3100,0.2700,-0.0700,-0.0350,0.3750,549573.0
PNN,2025-08-19 09:33:00,09:33:00,09:34:00,09:35:00,643.3100,643.1000,-0.2100,0.1900,-0.1300,-0.2700,551097.0
NPN,2025-08-19 09:36:00,09:36:00,09:37:00,09:38:00,643.1000,642.7700,-0.3300,-0.2800,0.0600,-0.1100,537054.0
NPN,2025-08-19 09:39:00,09:39:00,09:40:00,09:41:00,642.7700,642.5400,-0.2300,-0.0700,0.0499,-0.2099,489507.0
