pattern,timestamp,minute_1_time,minute_2_time,minute_3_time,first_open,last_next_open,total_change,change_1,change_2,change_3,volume
NPP,2025-08-07 15:34:00,15:34:00,15:35:00,15:36:00,632.5900,632.5700,-0.0200,-0.0700,0.0100,0.0400,41674.0
PPN,2025-08-07 15:37:00,15:37:00,15:38:00,15:39:00,632.5700,632.6700,0.1000,0.1300,0.0200,-0.0500,24923.0
NNO,2025-08-07 15:40:00,15:40:00,15:41:00,15:42:00,632.6700,632.6100,-0.0600,-0.0200,-0.0400,0.0000,4863.0
NNP,2025-08-07 15:43:00,15:43:00,15:44:00,15:45:00,632.6100,632.5810,-0.0290,-0.0200,-0.0400,0.0310,129411.0
PPN,2025-08-07 15:46:00,15:46:00,15:47:00,15:48:00,632.5810,632.5400,-0.0410,0.0390,0.0200,-0.1000,5169.0
PNO,2025-08-07 15:49:00,15:49:00,15:50:00,15:52:00,632.5400,632.6500,0.1100,0.1400,-0.0300,0.0000,5375.0
NNP,2025-08-07 15:53:00,15:53:00,15:54:00,15:55:00,632.6500,632.6500,0.0000,-0.0100,-0.0300,0.0400,6754.0
PPP,2025-08-07 15:56:00,15:56:00,15:57:00,15:58:00,632.6500,632.7800,0.1300,0.0400,0.0800,0.0100,21770.0
PPN,2025-08-07 15:59:00,15:59:00,16:00:00,16:01:00,632.7800,632.8107,0.0307,0.0217,0.0183,-0.0093,20692.0
PNP,2025-08-07 16:02:00,16:02:00,16:03:00,16:04:00,632.8107,632.7600,-0.0507,0.0093,-0.0900,0.0300,15906.0
NPN,2025-08-07 16:05:00,16:05:00,16:06:00,16:07:00,632.7600,632.8000,0.0400,-0.0200,0.0900,-0.0300,3982.0
ONP,2025-08-07 16:09:00,16:09:00,16:10:00,16:11:00,632.8000,632.7900,-0.0100,0.0000,-0.0300,0.0200,7185.0
NPP,2025-08-07 16:12:00,16:12:00,16:13:00,16:14:00,632.7900,632.8500,0.0600,-0.0099,0.0009,0.0690,3884.0
NOP,2025-08-07 16:15:00,16:15:00,16:17:00,16:18:00,632.8500,632.8300,-0.0200,-0.0400,0.0000,0.0200,6764.0
PPP,2025-08-07 16:19:00,16:19:00,16:20:00,16:21:00,632.8300,632.8800,0.0500,0.0200,0.0100,0.0200,3939.0
PPP,2025-08-07 16:22:00,16:22:00,16:23:00,16:24:00,632.8800,632.9400,0.0600,0.0200,0.0300,0.0100,11691.0
NPO,2025-08-07 16:25:00,16:25:00,16:26:00,16:27:00,632.9400,632.8700,-0.0700,-0.0800,0.0100,0.0000,30773.0
POO,2025-08-07 16:29:00,16:29:00,16:31:00,16:32:00,632.8700,632.9100,0.0400,0.0400,0.0000,0.0000,240882.0
ONN,2025-08-07 16:35:00,16:35:00,16:36:00,16:39:00,632.9100,632.7707,-0.1393,0.0000,-0.0700,-0.0693,22116.0
PNN,2025-08-07 16:41:00,16:41:00,16:42:00,16:44:00,632.7707,632.7800,0.0093,0.1275,-0.0882,-0.0300,559.0
PNP,2025-08-07 16:45:00,16:45:00,16:46:00,16:47:00,632.7800,632.9300,0.1500,0.1500,-0.0900,0.0900,13353.0
ONN,2025-08-07 16:48:00,16:48:00,16:49:00,16:50:00,632.9300,632.8400,-0.0900,-0.0001,-0.0499,-0.0400,29300.0
PPN,2025-08-07 16:52:00,16:52:00,16:53:00,16:54:00,632.8400,632.8500,0.0100,0.0100,0.0300,-0.0300,2173.0
PNO,2025-08-07 16:55:00,16:55:00,16:56:00,16:57:00,632.8500,632.8400,-0.0100,0.0200,-0.0300,0.0000,1952.0
PNP,2025-08-07 16:58:00,16:58:00,16:59:00,17:00:00,632.8400,632.9000,0.0600,0.0300,-0.0200,0.0500,25080.0
NPN,2025-08-07 17:01:00,17:01:00,17:02:00,17:03:00,632.9000,633.0600,0.1600,-0.0200,0.3400,-0.1600,11993.0
NPP,2025-08-07 17:04:00,17:04:00,17:05:00,17:06:00,633.0600,633.2500,0.1900,-0.0100,0.1500,0.0500,19542.0
NPP,2025-08-07 17:07:00,17:07:00,17:08:00,17:09:00,633.2500,633.3200,0.0700,-0.1000,0.1010,0.0690,14900.0
OPP,2025-08-07 17:10:00,17:10:00,17:11:00,17:12:00,633.3200,633.4400,0.1200,0.0000,0.0300,0.0900,16287.0
PPN,2025-08-07 17:13:00,17:13:00,17:15:00,17:16:00,633.4400,633.4001,-0.0399,0.0100,0.0700,-0.1199,7033.0
PPN,2025-08-07 17:17:00,17:17:00,17:18:00,17:19:00,633.4001,633.4100,0.0099,0.0890,0.0009,-0.0800,2067.0
NPP,2025-08-07 17:21:00,17:21:00,17:23:00,17:24:00,633.4100,633.6700,0.2600,-0.0400,0.1800,0.1200,11547.0
NPP,2025-08-07 17:25:00,17:25:00,17:26:00,17:27:00,633.6700,633.7500,0.0800,-0.0700,0.0800,0.0700,5864.0
PNN,2025-08-07 17:28:00,17:28:00,17:29:00,17:30:00,633.7500,633.6200,-0.1300,0.0200,-0.0300,-0.1200,12073.0
PNO,2025-08-07 17:31:00,17:31:00,17:32:00,17:33:00,633.6200,633.6900,0.0700,0.1100,-0.0400,0.0000,5102.0
NNN,2025-08-07 17:34:00,17:34:00,17:35:00,17:37:00,633.6900,633.5600,-0.1300,-0.0100,-0.0700,-0.0500,5676.0
NNP,2025-08-07 17:38:00,17:38:00,17:39:00,17:40:00,633.5600,633.4590,-0.1010,-0.0500,-0.0600,0.0090,3340.0
NNN,2025-08-07 17:41:00,17:41:00,17:42:00,17:43:00,633.4590,633.3500,-0.1090,-0.0090,-0.0400,-0.0600,5944.0
PNP,2025-08-07 17:44:00,17:44:00,17:46:00,17:47:00,633.3500,633.5100,0.1600,0.0900,-0.0900,0.1600,2056.0
PNP,2025-08-07 17:48:00,17:48:00,17:49:00,17:50:00,633.5100,633.6000,0.0900,0.0400,-0.0200,0.0700,1217.0
OOO,2025-08-07 17:51:00,17:51:00,17:52:00,17:53:00,633.6000,633.6000,0.0000,0.0000,0.0000,0.0000,1151.0
ONN,2025-08-07 17:54:00,17:54:00,17:55:00,17:57:00,633.6000,633.5300,-0.0700,0.0000,-0.0500,-0.0200,3577.0
NNN,2025-08-07 17:59:00,17:59:00,18:00:00,18:01:00,633.5300,633.3700,-0.1600,-0.0500,-0.0200,-0.0900,1468.0
PNP,2025-08-07 18:02:00,18:02:00,18:04:00,18:06:00,633.3700,633.5300,0.1600,0.1100,-0.0900,0.1400,1407.0
NNP,2025-08-07 18:07:00,18:07:00,18:08:00,18:09:00,633.5300,633.4700,-0.0600,-0.0500,-0.0500,0.0400,990.0
PPP,2025-08-07 18:11:00,18:11:00,18:13:00,18:14:00,633.4700,633.5500,0.0800,0.0250,0.0050,0.0500,1497.0
PPN,2025-08-07 18:15:00,18:15:00,18:17:00,18:18:00,633.5500,633.5100,-0.0400,0.0100,0.0596,-0.1096,1334.0
NON,2025-08-07 18:20:00,18:20:00,18:21:00,18:22:00,633.5100,633.4600,-0.0500,-0.0100,0.0000,-0.0400,2248.0
NOP,2025-08-07 18:23:00,18:23:00,18:27:00,18:28:00,633.4600,633.4100,-0.0500,-0.0900,0.0000,0.0400,1721.0
PNO,2025-08-07 18:30:00,18:30:00,18:32:00,18:33:00,633.4100,633.4200,0.0100,0.0200,-0.0100,0.0000,1163.0
NNO,2025-08-07 18:34:00,18:34:00,18:35:00,18:36:00,633.4200,633.3100,-0.1100,-0.1000,-0.0100,0.0000,3565.0
NON,2025-08-07 18:37:00,18:37:00,18:38:00,18:39:00,633.3100,633.2500,-0.0600,-0.0500,0.0000,-0.0100,2615.0
NPO,2025-08-07 18:40:00,18:40:00,18:41:00,18:42:00,633.2500,633.2600,0.0100,-0.0800,0.0900,0.0000,2663.0
PPP,2025-08-07 18:43:00,18:43:00,18:45:00,18:46:00,633.2600,633.3600,0.1000,0.0100,0.0800,0.0100,2455.0
PNN,2025-08-07 18:48:00,18:48:00,18:49:00,18:50:00,633.3600,633.2900,-0.0700,0.0600,-0.0700,-0.0600,3263.0
PNN,2025-08-07 18:52:00,18:52:00,18:54:00,18:55:00,633.2900,633.2900,0.0000,0.0600,-0.0100,-0.0500,3310.0
PNO,2025-08-07 18:56:00,18:56:00,18:57:00,18:58:00,633.2900,633.3000,0.0100,0.0200,-0.0100,0.0000,2177.0
PPP,2025-08-07 18:59:00,18:59:00,03:00:00,03:01:00,633.3000,633.8200,0.5200,0.2600,0.0500,0.2100,6398.0
NNP,2025-08-08 03:02:00,03:02:00,03:03:00,03:04:00,633.8200,633.7900,-0.0300,-0.0200,-0.1300,0.1200,2743.0
PPN,2025-08-08 03:05:00,03:05:00,03:06:00,03:07:00,633.7900,633.7800,-0.0100,0.0700,0.0400,-0.1200,11998.0
PPN,2025-08-08 03:08:00,03:08:00,03:11:00,03:13:00,633.7800,633.8800,0.1000,0.0800,0.1000,-0.0800,2523.0
NNN,2025-08-08 03:15:00,03:15:00,03:16:00,03:17:00,633.8800,633.7600,-0.1200,-0.0500,-0.0400,-0.0300,5760.0
PPO,2025-08-08 03:18:00,03:18:00,03:20:00,03:21:00,633.7600,633.9400,0.1800,0.0500,0.1300,0.0000,1810.0
PNN,2025-08-08 03:24:00,03:24:00,03:25:00,03:27:00,633.9400,633.9500,0.0100,0.1100,-0.0400,-0.0600,2937.0
NPN,2025-08-08 03:29:00,03:29:00,03:34:00,03:37:00,633.9500,633.9500,0.0000,-0.0200,0.1500,-0.1300,2829.0
NNN,2025-08-08 03:38:00,03:38:00,03:39:00,03:44:00,633.9500,633.8000,-0.1500,-0.0100,-0.1000,-0.0400,1471.0
NPP,2025-08-08 03:45:00,03:45:00,03:46:00,03:47:00,633.8000,633.7600,-0.0400,-0.0600,0.0100,0.0100,2610.0
PPN,2025-08-08 03:48:00,03:48:00,03:51:00,03:52:00,633.7600,633.8300,0.0700,0.0800,0.0100,-0.0200,977.0
NPO,2025-08-08 03:54:00,03:54:00,03:55:00,03:56:00,633.8300,633.8400,0.0100,-0.0200,0.0300,0.0000,1431.0
PNP,2025-08-08 03:57:00,03:57:00,03:59:00,04:03:00,633.8400,633.9100,0.0700,0.0300,-0.0400,0.0800,3117.0
NNP,2025-08-08 04:04:00,04:04:00,04:05:00,04:06:00,633.9100,633.9900,0.0800,-0.0100,-0.0400,0.1300,2906.0
PPN,2025-08-08 04:08:00,04:08:00,04:12:00,04:13:00,633.9900,634.1100,0.1200,0.0600,0.1000,-0.0400,3354.0
PPN,2025-08-08 04:14:00,04:14:00,04:15:00,04:16:00,634.1100,634.1000,-0.0100,0.0300,0.0400,-0.0800,4500.0
PPP,2025-08-08 04:17:00,04:17:00,04:18:00,04:19:00,634.1000,634.3100,0.2100,0.0400,0.0500,0.1200,2264.0
NPO,2025-08-08 04:21:00,04:21:00,04:22:00,04:23:00,634.3100,634.3200,0.0100,-0.0300,0.0400,0.0000,958.0
NNP,2025-08-08 04:24:00,04:24:00,04:25:00,04:31:00,634.3200,634.1500,-0.1700,-0.1600,-0.0400,0.0300,1022.0
NPP,2025-08-08 04:33:00,04:33:00,04:35:00,04:38:00,634.1500,634.0900,-0.0600,-0.1100,0.0300,0.0200,1340.0
PNN,2025-08-08 04:39:00,04:39:00,04:41:00,04:43:00,634.0900,634.0000,-0.0900,0.0100,-0.0800,-0.0200,483.0
PPP,2025-08-08 04:44:00,04:44:00,04:47:00,04:50:00,634.0000,634.2300,0.2300,0.1000,0.0800,0.0500,943.0
NNP,2025-08-08 04:51:00,04:51:00,04:53:00,04:57:00,634.2300,634.1600,-0.0700,-0.0800,-0.0300,0.0400,1484.0
PPP,2025-08-08 04:58:00,04:58:00,05:01:00,05:02:00,634.1600,634.3900,0.2300,0.0800,0.0600,0.0900,3250.0
PPN,2025-08-08 05:03:00,05:03:00,05:04:00,05:06:00,634.3900,634.4200,0.0300,0.0600,0.0200,-0.0500,1770.0
NPN,2025-08-08 05:07:00,05:07:00,05:08:00,05:09:00,634.4200,634.3000,-0.1200,-0.1100,0.0300,-0.0400,468.0
PNN,2025-08-08 05:10:00,05:10:00,05:11:00,05:14:00,634.3000,634.2700,-0.0300,0.0100,-0.0200,-0.0200,2140.0
NOP,2025-08-08 05:15:00,05:15:00,05:16:00,05:17:00,634.2700,634.2800,0.0100,-0.0200,0.0000,0.0300,2153.0
ONP,2025-08-08 05:18:00,05:18:00,05:19:00,05:22:00,634.2800,634.2300,-0.0500,0.0000,-0.0800,0.0300,1265.0
ONP,2025-08-08 05:23:00,05:23:00,05:25:00,05:27:00,634.2300,634.2700,0.0400,0.0000,-0.0300,0.0700,1752.0
NPO,2025-08-08 05:30:00,05:30:00,05:31:00,05:33:00,634.2700,634.3100,0.0400,-0.0100,0.0500,0.0000,3117.0
POP,2025-08-08 05:35:00,05:35:00,05:37:00,05:38:00,634.3100,634.4200,0.1100,0.0800,0.0000,0.0300,1605.0
PNN,2025-08-08 05:39:00,05:39:00,05:46:00,05:49:00,634.4200,634.4100,-0.0100,0.0500,-0.0500,-0.0100,889.0
NPP,2025-08-08 05:51:00,05:51:00,05:54:00,05:55:00,634.4100,634.4300,0.0200,-0.0600,0.0500,0.0300,1007.0
NNO,2025-08-08 05:56:00,05:56:00,05:57:00,06:00:00,634.4300,634.3700,-0.0600,-0.0100,-0.0500,0.0000,7111.0
PNO,2025-08-08 06:01:00,06:01:00,06:02:00,06:03:00,634.3700,634.2900,-0.0800,0.0400,-0.1200,0.0000,3317.0
OPP,2025-08-08 06:04:00,06:04:00,06:05:00,06:06:00,634.2900,634.3500,0.0600,0.0000,0.0100,0.0500,3165.0
PNP,2025-08-08 06:07:00,06:07:00,06:08:00,06:09:00,634.3500,634.4000,0.0500,0.0500,-0.0700,0.0700,3771.0
NPP,2025-08-08 06:10:00,06:10:00,06:11:00,06:12:00,634.4000,634.5500,0.1500,-0.0600,0.1400,0.0700,3352.0
ONP,2025-08-08 06:13:00,06:13:00,06:14:00,06:15:00,634.5500,634.6500,0.1000,0.0000,-0.0300,0.1300,18541.0
NNN,2025-08-08 06:17:00,06:17:00,06:18:00,06:19:00,634.6500,634.5900,-0.0600,-0.0200,-0.0300,-0.0100,8998.0
PON,2025-08-08 06:20:00,06:20:00,06:21:00,06:22:00,634.5900,634.5500,-0.0400,0.0100,0.0000,-0.0500,7504.0
ONP,2025-08-08 06:23:00,06:23:00,06:24:00,06:25:00,634.5500,634.5100,-0.0400,0.0000,-0.0500,0.0100,1120.0
PNN,2025-08-08 06:27:00,06:27:00,06:28:00,06:30:00,634.5100,634.5000,-0.0100,0.0100,-0.0090,-0.0110,29794.0
PPN,2025-08-08 06:31:00,06:31:00,06:32:00,06:33:00,634.5000,634.5400,0.0400,0.0400,0.0100,-0.0100,68854.0
PPP,2025-08-08 06:34:00,06:34:00,06:35:00,06:36:00,634.5400,634.6500,0.1100,0.0600,0.0300,0.0200,6337.0
ONP,2025-08-08 06:39:00,06:39:00,06:40:00,06:41:00,634.6500,634.6700,0.0200,0.0000,-0.0200,0.0400,3869.0
PPN,2025-08-08 06:42:00,06:42:00,06:45:00,06:47:00,634.6700,634.7200,0.0500,0.0300,0.0300,-0.0100,3871.0
NNN,2025-08-08 06:48:00,06:48:00,06:50:00,06:51:00,634.7200,634.6100,-0.1100,-0.0700,-0.0300,-0.0100,2657.0
POP,2025-08-08 06:52:00,06:52:00,06:53:00,06:54:00,634.6100,634.7100,0.1000,0.0700,0.0000,0.0300,3666.0
OPN,2025-08-08 06:55:00,06:55:00,06:56:00,06:57:00,634.7100,634.7000,-0.0100,0.0000,0.0200,-0.0300,9045.0
PNP,2025-08-08 06:58:00,06:58:00,06:59:00,07:00:00,634.7000,634.6300,-0.0700,0.0200,-0.4600,0.3700,67565.0
NNP,2025-08-08 07:01:00,07:01:00,07:02:00,07:03:00,634.6300,634.5800,-0.0500,-0.0100,-0.0700,0.0300,21632.0
NNN,2025-08-08 07:04:00,07:04:00,07:05:00,07:06:00,634.5800,634.4000,-0.1800,-0.0700,-0.0300,-0.0800,10983.0
PNN,2025-08-08 07:07:00,07:07:00,07:08:00,07:09:00,634.4000,634.3000,-0.1000,0.0300,-0.0700,-0.0600,10476.0
NPN,2025-08-08 07:10:00,07:10:00,07:11:00,07:12:00,634.3000,634.2600,-0.0400,-0.0600,0.0500,-0.0300,18815.0
NNN,2025-08-08 07:13:00,07:13:00,07:14:00,07:15:00,634.2600,634.0800,-0.1800,-0.0800,-0.0900,-0.0100,15016.0
NPN,2025-08-08 07:16:00,07:16:00,07:17:00,07:18:00,634.0800,633.9000,-0.1800,-0.1100,0.0200,-0.0900,15723.0
NNN,2025-08-08 07:19:00,07:19:00,07:20:00,07:21:00,633.9000,633.5700,-0.3300,-0.1300,-0.0700,-0.1300,17687.0
PPN,2025-08-08 07:22:00,07:22:00,07:23:00,07:24:00,633.5700,633.7700,0.2000,0.1700,0.1000,-0.0700,48137.0
PPN,2025-08-08 07:25:00,07:25:00,07:26:00,07:27:00,633.7700,633.8900,0.1200,0.0200,0.1400,-0.0400,19140.0
NPP,2025-08-08 07:28:00,07:28:00,07:29:00,07:30:00,633.8900,633.8400,-0.0500,-0.2400,0.1800,0.0100,9751.0
NPN,2025-08-08 07:31:00,07:31:00,07:32:00,07:33:00,633.8400,633.7992,-0.0408,-0.0210,0.0810,-0.1008,28473.0
PNP,2025-08-08 07:34:00,07:34:00,07:35:00,07:36:00,633.7992,633.7010,-0.0982,0.0108,-0.1200,0.0110,6586.0
PNP,2025-08-08 07:37:00,07:37:00,07:38:00,07:39:00,633.7010,633.7700,0.0690,0.0490,-0.0100,0.0300,11872.0
NPP,2025-08-08 07:40:00,07:40:00,07:41:00,07:42:00,633.7700,633.9600,0.1900,-0.1000,0.2300,0.0600,6021.0
NNP,2025-08-08 07:43:00,07:43:00,07:44:00,07:45:00,633.9600,633.9500,-0.0100,-0.0100,-0.0300,0.0300,8264.0
NNN,2025-08-08 07:46:00,07:46:00,07:47:00,07:48:00,633.9500,633.9200,-0.0300,-0.0100,-0.0100,-0.0100,4970.0
PNN,2025-08-08 07:49:00,07:49:00,07:50:00,07:51:00,633.9200,633.8500,-0.0700,0.1100,-0.0700,-0.1100,9522.0
PNN,2025-08-08 07:52:00,07:52:00,07:53:00,07:54:00,633.8500,633.7700,-0.0800,0.0200,-0.0686,-0.0314,6355.0
PNN,2025-08-08 07:55:00,07:55:00,07:56:00,07:57:00,633.7700,633.6500,-0.1200,0.1100,-0.1109,-0.1191,8048.0
PPP,2025-08-08 07:58:00,07:58:00,07:59:00,08:00:00,633.6500,633.9400,0.2900,0.0700,0.0300,0.1900,7604.0
PNN,2025-08-08 08:01:00,08:01:00,08:02:00,08:03:00,633.9400,633.8699,-0.0701,0.0600,-0.1000,-0.0301,9691.0
NNN,2025-08-08 08:04:00,08:04:00,08:05:00,08:06:00,633.8699,633.5600,-0.3099,-0.1199,-0.1500,-0.0400,8647.0
PPP,2025-08-08 08:07:00,08:07:00,08:08:00,08:09:00,633.5600,633.7100,0.1500,0.0300,0.0800,0.0400,10838.0
PNN,2025-08-08 08:10:00,08:10:00,08:11:00,08:12:00,633.7100,633.5800,-0.1300,0.0500,-0.0100,-0.1700,9875.0
PNP,2025-08-08 08:13:00,08:13:00,08:14:00,08:15:00,633.5800,633.8000,0.2200,0.1900,-0.0200,0.0500,4845.0
PNP,2025-08-08 08:16:00,08:16:00,08:17:00,08:18:00,633.8000,633.8800,0.0800,0.0200,-0.0301,0.0901,14121.0
PNP,2025-08-08 08:19:00,08:19:00,08:20:00,08:21:00,633.8800,633.8900,0.0100,0.0100,-0.0399,0.0399,7170.0
PNP,2025-08-08 08:22:00,08:22:00,08:23:00,08:24:00,633.8900,633.9700,0.0800,0.0800,-0.0916,0.0916,14525.0
PNO,2025-08-08 08:25:00,08:25:00,08:26:00,08:27:00,633.9700,633.9800,0.0100,0.0400,-0.0300,0.0000,20456.0
PPP,2025-08-08 08:28:00,08:28:00,08:29:00,08:30:00,633.9800,634.4900,0.5100,0.0200,0.0600,0.4300,810215.0
NNN,2025-08-08 08:31:00,08:31:00,08:32:00,08:33:00,634.4900,634.1400,-0.3500,-0.1200,-0.2000,-0.0300,683458.0
NPP,2025-08-08 08:34:00,08:34:00,08:35:00,08:36:00,634.1400,634.3400,0.2000,-0.0400,0.0700,0.1700,779245.0
PNP,2025-08-08 08:37:00,08:37:00,08:38:00,08:39:00,634.3400,634.3100,-0.0300,0.0500,-0.1800,0.1000,396462.0
NPP,2025-08-08 08:40:00,08:40:00,08:41:00,08:42:00,634.3100,634.7500,0.4400,-0.1500,0.3900,0.2000,522874.0
NPP,2025-08-08 08:43:00,08:43:00,08:44:00,08:45:00,634.7500,635.0750,0.3250,-0.2700,0.1600,0.4350,598326.0
PPN,2025-08-08 08:46:00,08:46:00,08:47:00,08:48:00,635.0750,635.3800,0.3050,0.0650,0.3100,-0.0700,809649.0
NPP,2025-08-08 08:49:00,08:49:00,08:50:00,08:51:00,635.3800,635.3800,0.0000,-0.0900,0.0800,0.0100,696783.0
PPN,2025-08-08 08:52:00,08:52:00,08:53:00,08:54:00,635.3800,635.4500,0.0700,0.0500,0.2400,-0.2200,587556.0
PNP,2025-08-08 08:55:00,08:55:00,08:56:00,08:57:00,635.4500,635.7700,0.3200,0.3300,-0.0200,0.0100,574108.0
PPP,2025-08-08 08:58:00,08:58:00,08:59:00,09:00:00,635.7700,635.9050,0.1350,0.0400,0.0400,0.0550,621962.0
PNP,2025-08-08 09:01:00,09:01:00,09:02:00,09:03:00,635.9050,636.3000,0.3950,0.3650,-0.1350,0.1650,675068.0
POP,2025-08-08 09:04:00,09:04:00,09:05:00,09:06:00,636.3000,636.7000,0.4000,0.0500,0.0000,0.3500,720848.0
NNP,2025-08-08 09:07:00,09:07:00,09:08:00,09:09:00,636.7000,636.7400,0.0400,-0.0901,-0.1699,0.3000,997673.0
NNN,2025-08-08 09:10:00,09:10:00,09:11:00,09:12:00,636.7400,636.1800,-0.5600,-0.0700,-0.2800,-0.2100,734526.0
PNN,2025-08-08 09:13:00,09:13:00,09:14:00,09:15:00,636.1800,635.8300,-0.3500,0.1600,-0.1950,-0.3150,558549.0
PPP,2025-08-08 09:16:00,09:16:00,09:17:00,09:18:00,635.8300,636.1600,0.3300,0.0400,0.1400,0.1500,583623.0
NPN,2025-08-08 09:19:00,09:19:00,09:20:00,09:21:00,636.1600,635.9700,-0.1900,-0.0600,0.1100,-0.2400,419126.0
PNP,2025-08-08 09:22:00,09:22:00,09:23:00,09:24:00,635.9700,636.0700,0.1000,0.1750,-0.0850,0.0100,260079.0
PPP,2025-08-08 09:25:00,09:25:00,09:26:00,09:27:00,636.0700,636.3900,0.3200,0.0300,0.0550,0.2350,446072.0
PPP,2025-08-08 09:28:00,09:28:00,09:29:00,09:30:00,636.3900,636.6300,0.2400,0.0050,0.0350,0.2000,541948.0
PPP,2025-08-08 09:31:00,09:31:00,09:32:00,09:33:00,636.6300,636.9700,0.3400,0.0500,0.1545,0.1355,503128.0
NPN,2025-08-08 09:34:00,09:34:00,09:35:00,09:36:00,636.9700,636.9800,0.0100,-0.0500,0.1000,-0.0400,546096.0
NNN,2025-08-08 09:37:00,09:37:00,09:38:00,09:39:00,636.9800,636.6600,-0.3200,-0.0500,-0.1399,-0.1301,584488.0
PNP,2025-08-08 09:40:00,09:40:00,09:41:00,09:42:00,636.6600,636.4600,-0.2000,0.0700,-0.3100,0.0400,440348.0
PNN,2025-08-08 09:43:00,09:43:00,09:44:00,09:45:00,636.4600,636.3700,-0.0900,0.0700,-0.0300,-0.1300,324066.0
PNN,2025-08-08 09:46:00,09:46:00,09:47:00,09:48:00,636.3700,636.3400,-0.0300,0.1320,-0.0620,-0.1000,369994.0
PNN,2025-08-08 09:49:00,09:49:00,09:50:00,09:51:00,636.3400,636.1150,-0.2250,0.1100,-0.2500,-0.0850,554248.0
NPN,2025-08-08 09:52:00,09:52:00,09:53:00,09:54:00,636.1150,636.0500,-0.0650,-0.1050,0.0800,-0.0400,383123.0
NNN,2025-08-08 09:55:00,09:55:00,09:56:00,09:57:00,636.0500,635.8300,-0.2200,-0.0300,-0.1000,-0.0900,500902.0
NPN,2025-08-08 09:58:00,09:58:00,09:59:00,10:00:00,635.8300,635.7550,-0.0750,-0.0400,0.0200,-0.0550,631262.0
NPP,2025-08-08 10:01:00,10:01:00,10:02:00,10:03:00,635.7550,636.0400,0.2850,-0.1450,0.3180,0.1120,578785.0
PPP,2025-08-08 10:04:00,10:04:00,10:05:00,10:06:00,636.0400,636.2600,0.2200,0.0100,0.0700,0.1400,455524.0
NPN,2025-08-08 10:07:00,10:07:00,10:08:00,10:09:00,636.2600,636.3300,0.0700,-0.0400,0.1600,-0.0500,315451.0
NNP,2025-08-08 10:10:00,10:10:00,10:11:00,10:12:00,636.3300,635.9600,-0.3700,-0.2000,-0.1900,0.0200,580283.0
PPN,2025-08-08 10:13:00,10:13:00,10:14:00,10:15:00,635.9600,636.3300,0.3700,0.0900,0.3100,-0.0300,277379.0
NNP,2025-08-08 10:16:00,10:16:00,10:17:00,10:18:00,636.3300,636.1600,-0.1700,-0.1100,-0.0799,0.0199,217846.0
NNP,2025-08-08 10:19:00,10:19:00,10:20:00,10:21:00,636.1600,636.0000,-0.1600,-0.1600,-0.1000,0.1000,191733.0
NPP,2025-08-08 10:22:00,10:22:00,10:23:00,10:24:00,636.0000,636.0000,0.0000,-0.1100,0.0300,0.0800,231422.0
PNP,2025-08-08 10:25:00,10:25:00,10:26:00,10:27:00,636.0000,636.1299,0.1299,0.0612,-0.1012,0.1699,309372.0
NNN,2025-08-08 10:28:00,10:28:00,10:29:00,10:30:00,636.1299,635.6700,-0.4599,-0.0599,-0.0700,-0.3300,330412.0
PNN,2025-08-08 10:31:00,10:31:00,10:32:00,10:33:00,635.6700,635.6100,-0.0600,0.1400,-0.0900,-0.1100,332791.0
PNP,2025-08-08 10:34:00,10:34:00,10:35:00,10:36:00,635.6100,635.4200,-0.1900,0.0950,-0.3050,0.0200,465919.0
NNP,2025-08-08 10:37:00,10:37:00,10:38:00,10:39:00,635.4200,635.1700,-0.2500,-0.0100,-0.2800,0.0400,399069.0
NPP,2025-08-08 10:40:00,10:40:00,10:41:00,10:42:00,635.1700,635.0500,-0.1200,-0.2300,0.0300,0.0800,473574.0
PNP,2025-08-08 10:43:00,10:43:00,10:44:00,10:45:00,635.0500,635.0200,-0.0300,0.0400,-0.1135,0.0435,262923.0
PPP,2025-08-08 10:46:00,10:46:00,10:47:00,10:48:00,635.0200,635.5400,0.5200,0.0650,0.2450,0.2100,455103.0
NPN,2025-08-08 10:49:00,10:49:00,10:50:00,10:51:00,635.5400,635.5500,0.0100,-0.0500,0.1500,-0.0900,304116.0
PPP,2025-08-08 10:52:00,10:52:00,10:53:00,10:54:00,635.5500,636.0250,0.4750,0.0900,0.2500,0.1350,329970.0
PPP,2025-08-08 10:55:00,10:55:00,10:56:00,10:57:00,636.0250,636.3950,0.3700,0.2150,0.1050,0.0500,486742.0
NPN,2025-08-08 10:58:00,10:58:00,10:59:00,11:00:00,636.3950,636.3150,-0.0800,-0.0950,0.0500,-0.0350,314473.0
PPP,2025-08-08 11:01:00,11:01:00,11:02:00,11:03:00,636.3150,636.7001,0.3851,0.2500,0.1050,0.0301,364700.0
NPN,2025-08-08 11:04:00,11:04:00,11:05:00,11:06:00,636.7001,636.6800,-0.0201,-0.0901,0.1300,-0.0600,336314.0
PNP,2025-08-08 11:07:00,11:07:00,11:08:00,11:09:00,636.6800,636.7200,0.0400,0.0600,-0.0500,0.0300,260997.0
OPN,2025-08-08 11:10:00,11:10:00,11:11:00,11:12:00,636.7200,636.7500,0.0300,0.0000,0.0600,-0.0300,328195.0
NPP,2025-08-08 11:13:00,11:13:00,11:14:00,11:15:00,636.7500,636.8000,0.0500,-0.0200,0.0200,0.0500,261623.0
