pattern,occurrences,total_change,avg_total_change,avg_internal_change,avg_gap_adjustment,avg_volume,std_dev,consistency,actual_data_total_change
PPPPP,77,9.9379,0.1291,0.1300,-0.0009,42957,0.3124,0.7620,11.2700
NPPPP,31,3.1037,0.1001,0.0875,0.0126,89464,0.3750,0.7272,11.2700
PNPPP,33,2.1586,0.0654,0.0746,-0.0092,55261,0.0863,0.9206,11.2700
PPNPP,35,1.8641,0.0533,0.0311,0.0222,45594,0.1840,0.8446,11.2700
NPPPN,25,1.7700,0.0708,0.0648,0.0060,74025,0.0893,0.9180,11.2700
NPPNP,21,1.7207,0.0819,0.0851,-0.0031,77877,0.1190,0.8936,11.2700
PPPPN,44,1.5199,0.0345,0.0425,-0.0079,61890,0.2399,0.8065,11.2700
PPPNP,38,0.9215,0.0242,0.0326,-0.0083,67981,0.1669,0.8570,11.2700
PNNPP,20,0.7118,0.0356,0.0272,0.0084,113706,0.1039,0.9059,11.2700
PPNNP,19,0.5900,0.0311,-0.0086,0.0396,69359,0.1392,0.8778,11.2700
PPPNN,23,0.5146,0.0224,0.0114,0.0109,116185,0.1734,0.8522,11.2700
NNPPP,16,0.5142,0.0321,0.0255,0.0067,94298,0.0880,0.9191,11.2700
PNPNP,23,0.2098,0.0091,0.0075,0.0016,105822,0.1150,0.8969,11.2700
NPNPP,21,0.1969,0.0094,0.0047,0.0046,68849,0.0882,0.9189,11.2700
PNPPN,12,0.0991,0.0083,-0.0122,0.0205,88961,0.2796,0.7815,11.2700
PPNPN,21,-0.0678,-0.0032,-0.0262,0.0230,50933,0.1105,0.9005,11.2700
NNPNP,8,-0.3498,-0.0437,-0.0100,-0.0337,80844,0.0982,0.9106,11.2700
PNNPN,23,-0.3939,-0.0171,-0.0289,0.0118,73339,0.0578,0.9454,11.2700
NPPNN,10,-0.4638,-0.0464,-0.0326,-0.0138,57748,0.1111,0.9000,11.2700
NPNNP,15,-0.5426,-0.0362,-0.0410,0.0048,44434,0.0475,0.9547,11.2700
NNNNP,6,-0.5800,-0.0967,-0.1075,0.0108,83398,0.0641,0.9397,11.2700
NNNPP,17,-0.6234,-0.0367,-0.0408,0.0042,83520,0.0582,0.9450,11.2700
NPNNN,9,-0.6856,-0.0762,-0.0831,0.0069,67806,0.0803,0.9257,11.2700
PNNNP,13,-0.6908,-0.0531,-0.0753,0.0221,67641,0.0894,0.9179,11.2700
PNPNN,12,-0.7645,-0.0637,-0.0583,-0.0054,111135,0.0780,0.9276,11.2700
NPNPN,21,-0.9127,-0.0435,-0.0477,0.0042,122920,0.0677,0.9366,11.2700
PPNNN,10,-0.9300,-0.0930,-0.1079,0.0149,64952,0.1293,0.8855,11.2700
NNNNN,6,-1.0150,-0.1692,-0.1667,-0.0025,52854,0.0164,0.9838,11.2700
NNPNN,13,-1.4982,-0.1152,-0.1194,0.0041,75904,0.1460,0.8726,11.2700
NNNPN,11,-1.5589,-0.1417,-0.1386,-0.0031,65158,0.1601,0.8620,11.2700
NNPPN,20,-1.7301,-0.0865,-0.0886,0.0021,86237,0.0899,0.9175,11.2700
PNNNN,16,-1.8057,-0.1129,-0.1159,0.0030,57128,0.0926,0.9153,11.2700
