date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,atm_strike,atm_call_ticker,atm_call_open,atm_call_high,atm_call_low,atm_call_close,atm_call_volume,atm_call_vwap,atm_call_prev_open,atm_call_prev_close,atm_call_prev_volume,atm_call_prev_vwap,atm_put_ticker,atm_put_open,atm_put_high,atm_put_low,atm_put_close,atm_put_volume,atm_put_vwap,atm_put_prev_open,atm_put_prev_close,atm_put_prev_volume,atm_put_prev_vwap,plus_1_strike,plus_1_call_ticker,plus_1_call_open,plus_1_call_high,plus_1_call_low,plus_1_call_close,plus_1_call_volume,plus_1_call_vwap,plus_1_call_prev_open,plus_1_call_prev_close,plus_1_call_prev_volume,plus_1_call_prev_vwap,plus_1_put_ticker,plus_1_put_open,plus_1_put_high,plus_1_put_low,plus_1_put_close,plus_1_put_volume,plus_1_put_vwap,plus_1_put_prev_open,plus_1_put_prev_close,plus_1_put_prev_volume,plus_1_put_prev_vwap,plus_2_strike,plus_2_call_ticker,plus_2_call_open,plus_2_call_high,plus_2_call_low,plus_2_call_close,plus_2_call_volume,plus_2_call_vwap,plus_2_call_prev_open,plus_2_call_prev_close,plus_2_call_prev_volume,plus_2_call_prev_vwap,plus_2_put_ticker,plus_2_put_open,plus_2_put_high,plus_2_put_low,plus_2_put_close,plus_2_put_volume,plus_2_put_vwap,plus_2_put_prev_open,plus_2_put_prev_close,plus_2_put_prev_volume,plus_2_put_prev_vwap,plus_3_strike,plus_3_call_ticker,plus_3_call_open,plus_3_call_high,plus_3_call_low,plus_3_call_close,plus_3_call_volume,plus_3_call_vwap,plus_3_call_prev_open,plus_3_call_prev_close,plus_3_call_prev_volume,plus_3_call_prev_vwap,plus_3_put_ticker,plus_3_put_open,plus_3_put_high,plus_3_put_low,plus_3_put_close,plus_3_put_volume,plus_3_put_vwap,plus_3_put_prev_open,plus_3_put_prev_close,plus_3_put_prev_volume,plus_3_put_prev_vwap,plus_4_strike,plus_4_call_ticker,plus_4_call_open,plus_4_call_high,plus_4_call_low,plus_4_call_close,plus_4_call_volume,plus_4_call_vwap,plus_4_call_prev_open,plus_4_call_prev_close,plus_4_call_prev_volume,plus_4_call_prev_vwap,plus_4_put_ticker,plus_4_put_open,plus_4_put_high,plus_4_put_low,plus_4_put_close,plus_4_put_volume,plus_4_put_vwap,plus_4_put_prev_open,plus_4_put_prev_close,plus_4_put_prev_volume,plus_4_put_prev_vwap,plus_5_strike,plus_5_call_ticker,plus_5_call_open,plus_5_call_high,plus_5_call_low,plus_5_call_close,plus_5_call_volume,plus_5_call_vwap,plus_5_call_prev_open,plus_5_call_prev_close,plus_5_call_prev_volume,plus_5_call_prev_vwap,plus_5_put_ticker,plus_5_put_open,plus_5_put_high,plus_5_put_low,plus_5_put_close,plus_5_put_volume,plus_5_put_vwap,plus_5_put_prev_open,plus_5_put_prev_close,plus_5_put_prev_volume,plus_5_put_prev_vwap,minus_1_strike,minus_1_call_ticker,minus_1_call_open,minus_1_call_high,minus_1_call_low,minus_1_call_close,minus_1_call_volume,minus_1_call_vwap,minus_1_call_prev_open,minus_1_call_prev_close,minus_1_call_prev_volume,minus_1_call_prev_vwap,minus_1_put_ticker,minus_1_put_open,minus_1_put_high,minus_1_put_low,minus_1_put_close,minus_1_put_volume,minus_1_put_vwap,minus_1_put_prev_open,minus_1_put_prev_close,minus_1_put_prev_volume,minus_1_put_prev_vwap,minus_2_strike,minus_2_call_ticker,minus_2_call_open,minus_2_call_high,minus_2_call_low,minus_2_call_close,minus_2_call_volume,minus_2_call_vwap,minus_2_call_prev_open,minus_2_call_prev_close,minus_2_call_prev_volume,minus_2_call_prev_vwap,minus_2_put_ticker,minus_2_put_open,minus_2_put_high,minus_2_put_low,minus_2_put_close,minus_2_put_volume,minus_2_put_vwap,minus_2_put_prev_open,minus_2_put_prev_close,minus_2_put_prev_volume,minus_2_put_prev_vwap,minus_3_strike,minus_3_call_ticker,minus_3_call_open,minus_3_call_high,minus_3_call_low,minus_3_call_close,minus_3_call_volume,minus_3_call_vwap,minus_3_call_prev_open,minus_3_call_prev_close,minus_3_call_prev_volume,minus_3_call_prev_vwap,minus_3_put_ticker,minus_3_put_open,minus_3_put_high,minus_3_put_low,minus_3_put_close,minus_3_put_volume,minus_3_put_vwap,minus_3_put_prev_open,minus_3_put_prev_close,minus_3_put_prev_volume,minus_3_put_prev_vwap
2024-11-22,593.66,596.15,593.1525,595.51,593.67,38176390.0,2024-11-22,594,O:SPY241122C00594000,1.32,2.73,0.57,1.54,181625,1.5168,2.26,1.72,75021,1.7601,O:SPY241122P00594000,1.67,1.81,0.01,0.01,463591,0.611,2.67,1.92,59866,1.795,596,O:SPY241122C00596000,0.54,1.4,0.01,0.01,682215,0.489,1.34,0.86,72919.0,1.0042,O:SPY241122P00596000,2.9,3.11,0.17,0.33,172718,1.1844,4.26,2.99,6345.0,3.0208,598,O:SPY241122C00598000,0.18,0.52,0.01,0.01,202913.0,0.1652,0.74,0.34,51945.0,0.4262,O:SPY241122P00598000,4.51,4.8,1.99,2.6,8441.0,2.9843,5.75,4.51,1948.0,4.4938,600,O:SPY241122C00600000,0.04,0.14,0.01,0.01,111236.0,0.0566,0.38,0.11,103613.0,0.1804,O:SPY241122P00600000,5.84,6.6,3.78,4.38,1203.0,5.232,6.84,6.3,1232.0,7.4569,602,O:SPY241122C00602000,0.01,0.03,0.01,0.01,9549.0,0.0185,0.2,0.04,13099.0,0.0661,O:SPY241122P00602000,7.75,8.13,6.19,6.83,114.0,6.9243,12.17,7.61,76.0,8.6493,604,O:SPY241122C00604000,0.01,0.02,0.01,0.01,3974.0,0.01,0.09,0.02,4047.0,0.0285,O:SPY241122P00604000,9.25,11.12,8.29,8.88,6.0,9.2817,10.15,10.15,2.0,10.15,592,O:SPY241122C00592000,2.53,4.43,2.03,3.61,10251,3.1985,3.34,3.0,57215,2.4225,O:SPY241122P00592000,0.9,1.02,0.01,0.01,250921,0.299,1.72,1.16,56410,1.714,590,O:SPY241122C00590000,4.14,6.25,3.65,5.61,6715,5.1748,4.72,4.56,43711,3.1603,O:SPY241122P00590000,0.46,0.55,0.01,0.01,127691,0.1488,1.15,0.71,97342,1.4622,588,O:SPY241122C00588000,5.89,8.14,5.63,7.64,1650,6.9826,6.33,6.35,9962,4.1438,O:SPY241122P00588000,0.23,0.28,0.01,0.01,60628,0.0793,0.7,0.45,61352,1.2768
2024-11-25,599.52,600.86,595.2,597.53,595.51,42441393.0,2024-11-25,596,O:SPY241125C00596000,3.08,4.9,0.53,1.76,155250,1.2333,1.25,1.15,115125,1.3675,O:SPY241125P00596000,0.26,1.35,0.01,0.01,347244,0.3454,3.52,1.46,37753,1.9828,598,O:SPY241125C00598000,1.92,3.06,0.01,0.08,507035,0.4484,0.6,0.37,44787.0,0.6346,O:SPY241125P00598000,0.53,2.92,0.07,0.16,407348,0.8092,4.52,2.7,2712.0,3.3643,600,O:SPY241125C00600000,0.76,1.55,0.01,0.01,601625.0,0.3205,0.26,0.1,69324.0,0.2379,O:SPY241125P00600000,1.39,4.8,0.76,2.05,111359.0,1.4383,6.23,4.4,706.0,5.0831,602,O:SPY241125C00602000,0.11,0.53,0.01,0.01,164013.0,0.1665,0.08,0.02,24969.0,0.1164,O:SPY241125P00602000,2.71,6.65,1.74,4.42,5024.0,3.1579,7.87,6.36,112.0,6.821,604,O:SPY241125C00604000,0.05,0.13,0.01,0.01,51632.0,0.0454,0.04,0.01,2766.0,0.03,O:SPY241125P00604000,4.6,8.26,3.39,6.36,1479.0,4.3791,10.32,8.2,62.0,8.8116,606,O:SPY241125C00606000,0.02,0.03,0.01,0.01,7455.0,0.0182,0.02,0.01,2285.0,0.0138,O:SPY241125P00606000,6.89,10.2,5.36,8.9,90.0,8.4416,10.66,11.5,2.0,11.08,594,O:SPY241125C00594000,5.56,6.75,1.74,3.94,8844,3.3507,2.23,2.45,32937,2.481,O:SPY241125P00594000,0.09,0.48,0.01,0.01,123472,0.1158,2.5,0.76,88895,1.3541,592,O:SPY241125C00592000,7.32,8.75,3.43,6.08,2996,5.3546,3.58,4.07,3943,3.9512,O:SPY241125P00592000,0.05,0.17,0.01,0.01,57093,0.0522,1.66,0.41,41678,0.8646,590,O:SPY241125C00590000,9.54,10.69,5.46,7.88,569,8.1735,5.22,5.88,1502,5.6241,O:SPY241125P00590000,0.03,0.07,0.01,0.01,16871,0.0264,1.18,0.24,58574,0.4575
2024-11-26,598.8,601.33,598.07,600.65,597.53,45620288.0,2024-11-26,598,O:SPY241126C00598000,1.54,3.43,1.01,3.32,86297,1.6242,2.64,1.22,105062,1.2732,O:SPY241126P00598000,0.84,1.01,0.01,0.01,510050,0.4505,1.03,1.25,74744,1.5765,600,O:SPY241126C00600000,0.6,1.41,0.15,1.14,629158,0.4769,1.41,0.44,116386.0,0.7589,O:SPY241126P00600000,1.8,2.16,0.01,0.01,405204,0.6268,1.85,2.41,29087.0,2.1481,602,O:SPY241126C00602000,0.12,0.2,0.01,0.01,302232.0,0.0558,0.6,0.11,49473.0,0.3173,O:SPY241126P00602000,3.23,3.97,0.79,0.82,16022.0,2.0631,3.48,4.18,993.0,3.7997,604,O:SPY241126C00604000,0.02,0.04,0.01,0.01,17796.0,0.0202,0.22,0.03,54505.0,0.169,O:SPY241126P00604000,5.33,5.9,2.75,2.75,513.0,4.5829,5.18,6.35,153.0,5.5619,606,O:SPY241126C00606000,0.01,0.02,0.01,0.01,4666.0,0.0106,0.08,0.01,5442.0,0.0638,O:SPY241126P00606000,6.7,7.52,4.94,4.94,11.0,6.5382,9.96,10.07,2.0,10.015,608,O:SPY241126C00608000,0.01,0.01,0.01,0.01,160.0,0.01,0.04,0.02,4963.0,0.0227,O:SPY241126P00608000,8.78,9.66,8.22,8.22,10.0,8.882,8.35,12.2,77.0,10.8573,596,O:SPY241126C00596000,3.13,5.18,2.48,5.07,10091,3.5581,4.21,2.58,25542,2.1167,O:SPY241126P00596000,0.39,0.45,0.01,0.01,160355,0.2118,0.56,0.56,79755,1.0085,594,O:SPY241126C00594000,4.96,7.24,4.29,6.99,2033,5.7128,5.87,4.3,2158,4.0743,O:SPY241126P00594000,0.17,0.2,0.01,0.01,60962,0.0882,0.33,0.25,40019,0.4827,592,O:SPY241126C00592000,6.78,9.17,6.25,9.17,343,7.3728,7.59,5.89,1156,5.6758,O:SPY241126P00592000,0.09,0.1,0.01,0.01,35806,0.0514,0.21,0.12,40217,0.2852
2024-11-27,600.46,600.85,597.28,598.83,600.65,34000163.0,2024-11-27,601,O:SPY241127C00601000,0.78,0.92,0.01,0.01,332187,0.3037,0.83,1.37,104063,0.9553,O:SPY241127P00601000,1.31,3.71,1.07,2.69,55579,1.6163,2.89,1.06,36659,1.4678,603,O:SPY241127C00603000,0.19,0.23,0.01,0.01,84022,0.0845,0.31,0.5,54660.0,0.3571,O:SPY241127P00603000,2.77,5.47,2.38,4.3,4229,3.8716,4.32,2.18,2696.0,3.038,605,O:SPY241127C00605000,0.02,0.04,0.01,0.01,29379.0,0.0223,0.11,0.14,53698.0,0.1002,O:SPY241127P00605000,4.75,7.46,4.16,6.22,717.0,5.1535,5.92,3.96,316.0,4.9773,607,O:SPY241127C00607000,0.01,0.01,0.01,0.01,7143.0,0.01,0.04,0.03,5168.0,0.027,O:SPY241127P00607000,6.75,8.86,6.75,8.86,5.0,7.312,8.56,7.43,3.0,7.6467,609,O:SPY241127C00609000,0.01,0.01,0.01,0.01,236.0,0.01,0.02,0.02,892.0,0.0147,O:SPY241127P00609000,8.7,11.71,8.7,10.6,175.0,8.9871,9.97,9.3,9.0,9.7122,611,O:SPY241127C00611000,0.01,0.02,0.01,0.01,207.0,0.0101,0.01,0.01,953.0,0.0102,O:SPY241127P00611000,10.75,11.25,10.11,11.25,157.0,10.5315,11.97,11.06,5.0,11.788,599,O:SPY241127C00599000,2.04,2.27,0.01,0.01,511626,0.4524,1.73,2.78,105380,1.9341,O:SPY241127P00599000,0.56,1.88,0.18,0.26,451628,0.7072,1.76,0.47,122300,1.083,597,O:SPY241127C00597000,3.74,4.0,0.94,1.71,49053,1.6757,2.99,4.58,4498,3.2433,O:SPY241127P00597000,0.23,0.63,0.01,0.01,257042,0.216,1.06,0.23,66874,0.6388,595,O:SPY241127C00595000,5.26,5.86,2.48,3.31,8100,3.5779,4.54,6.42,2349,4.9305,O:SPY241127P00595000,0.1,0.16,0.01,0.01,102379,0.0711,0.61,0.11,42035,0.3193
2024-11-29,599.66,603.35,599.3805,602.55,598.83,30177351.0,2024-11-29,599,O:SPY241129C00599000,1.14,4.33,1.09,3.38,28687,2.0974,2.71,1.13,121202,1.2576,O:SPY241129P00599000,0.63,0.74,0.01,0.01,175881,0.2038,0.97,1.17,104352,1.3215,601,O:SPY241129C00601000,0.34,2.34,0.21,1.45,216540,0.774,1.45,0.37,63180.0,0.7373,O:SPY241129P00601000,1.76,1.91,0.01,0.01,297167,0.2883,1.76,2.44,19118.0,2.1251,603,O:SPY241129C00603000,0.06,0.52,0.01,0.01,313252.0,0.2025,0.65,0.08,56387.0,0.3455,O:SPY241129P00603000,3.63,3.64,0.16,0.7,132796.0,0.5081,3.04,4.23,1532.0,4.0017,605,O:SPY241129C00605000,0.02,0.29,0.01,0.01,48401.0,0.021,0.23,0.03,24780.0,0.0997,O:SPY241129P00605000,5.55,5.71,0.62,2.73,1866.0,2.8224,4.62,6.32,1495.0,5.8525,607,O:SPY241129C00607000,0.01,0.01,0.01,0.01,1131.0,0.01,0.05,0.02,5838.0,0.0378,O:SPY241129P00607000,7.29,7.29,3.88,4.3,400.0,6.2937,6.95,8.24,87.0,7.3578,609,O:SPY241129C00609000,0.01,0.01,0.01,0.01,238.0,0.01,0.02,0.01,4917.0,0.013,O:SPY241129P00609000,6.27,6.27,6.0,6.0,2.0,6.135,9.01,10.27,35.0,10.4531,597,O:SPY241129C00597000,2.84,6.36,2.63,5.38,5920,4.6706,4.28,2.47,8235,2.47,O:SPY241129P00597000,0.22,0.26,0.01,0.01,34689,0.0835,0.57,0.51,70275,0.6999,595,O:SPY241129C00595000,4.53,8.28,4.47,7.17,4298,6.829,6.0,4.2,4310,4.3213,O:SPY241129P00595000,0.06,0.14,0.01,0.01,24694,0.0327,0.3,0.22,82419,0.354,593,O:SPY241129C00593000,6.35,10.36,6.35,9.41,604,8.959,7.98,6.1,493,6.4153,O:SPY241129P00593000,0.03,0.04,0.01,0.01,4624,0.0211,0.19,0.09,67322,0.1216
2024-12-02,602.97,604.32,602.47,603.63,602.55,31745989.0,2024-12-02,603,O:SPY241202C00603000,0.92,1.39,0.36,1.1,435251,0.8373,0.39,0.92,64244,1.0048,O:SPY241202P00603000,0.99,1.19,0.01,0.01,604390,0.4411,3.85,1.38,46916,1.4275,605,O:SPY241202C00605000,0.28,0.42,0.01,0.01,363022,0.1131,0.12,0.28,57087.0,0.3016,O:SPY241202P00605000,2.25,2.67,0.77,0.97,39377,1.5545,5.21,2.75,10109.0,3.1762,607,O:SPY241202C00607000,0.04,0.09,0.01,0.01,28785.0,0.0349,0.04,0.05,11606.0,0.0845,O:SPY241202P00607000,3.78,4.5,2.8,3.0,561.0,3.6114,5.99,4.41,111.0,4.5543,609,O:SPY241202C00609000,0.01,0.02,0.01,0.01,7218.0,0.0118,0.02,0.02,3205.0,0.0221,O:SPY241202P00609000,5.64,6.47,4.73,5.02,111.0,5.5366,7.83,6.5,32.0,6.2088,611,O:SPY241202C00611000,0.01,0.01,0.01,0.01,338.0,0.01,0.01,0.01,489.0,0.0113,O:SPY241202P00611000,7.92,8.1,6.91,7.2,43.0,7.6884,10.42,8.62,79.0,9.1156,613,O:SPY241202C00613000,0.01,0.01,0.01,0.01,77.0,0.01,0.01,0.01,716.0,0.0102,O:SPY241202P00613000,10.1,10.1,8.94,8.94,3.0,9.3467,10.11,10.11,1.0,10.11,601,O:SPY241202C00601000,2.33,3.35,1.73,3.03,17169,2.462,1.03,2.14,38860,1.6014,O:SPY241202P00601000,0.36,0.42,0.01,0.01,180973,0.1578,2.36,0.64,67812,0.866,599,O:SPY241202C00599000,4.09,5.25,3.59,4.8,1996,4.5201,1.97,3.86,7508,2.8158,O:SPY241202P00599000,0.14,0.16,0.01,0.01,51307,0.0735,1.36,0.3,26727,0.5545,597,O:SPY241202C00597000,5.96,7.26,5.55,7.2,1023,6.2761,3.35,5.8,1463,4.8017,O:SPY241202P00597000,0.05,0.06,0.01,0.01,14085,0.034,0.73,0.15,15154,0.2788
2024-12-03,603.39,604.16,602.341,603.91,603.63,26906629.0,2024-12-03,604,O:SPY241203C00604000,0.7,0.84,0.03,0.35,595002,0.2775,1.02,1.17,130726,1.0382,O:SPY241203P00604000,1.25,1.8,0.01,0.01,216257,0.7412,2.01,0.99,85922,1.326,606,O:SPY241203C00606000,0.15,0.19,0.01,0.01,75730,0.0539,0.37,0.37,38119.0,0.3333,O:SPY241203P00606000,2.56,3.61,1.5,1.5,5605,2.737,3.48,2.21,4067.0,2.8205,608,O:SPY241203C00608000,0.01,0.03,0.01,0.01,17625.0,0.0129,0.11,0.06,19700.0,0.0773,O:SPY241203P00608000,4.42,5.54,3.95,3.96,243.0,4.8854,4.77,3.98,264.0,4.5969,610,O:SPY241203C00610000,0.01,0.01,0.01,0.01,1338.0,0.01,0.03,0.01,6799.0,0.0254,O:SPY241203P00610000,6.43,7.5,5.31,5.31,153.0,7.0059,6.93,6.4,77.0,6.4966,612,O:SPY241203C00612000,0.01,0.01,0.01,0.01,56.0,0.01,0.01,0.01,1107.0,0.0131,O:SPY241203P00612000,8.51,9.51,7.97,7.97,9.0,8.66,9.4,7.96,16.0,8.2325,614,O:SPY241203C00614000,0.01,0.01,0.01,0.01,18.0,0.01,0.02,0.01,709.0,0.0106,O:SPY241203P00614000,11.09,11.27,10.94,11.24,4.0,11.135,11.69,11.69,2.0,11.69,602,O:SPY241203C00602000,1.95,2.4,0.87,2.4,74296,1.3369,2.11,2.54,15335,2.2057,O:SPY241203P00602000,0.51,0.67,0.01,0.01,429813,0.3273,1.07,0.38,89540,0.7465,600,O:SPY241203C00600000,3.69,4.18,2.52,4.15,6512,3.1734,3.66,4.29,3987,3.7957,O:SPY241203P00600000,0.2,0.48,0.01,0.01,138478,0.1076,0.6,0.15,43553,0.3567,598,O:SPY241203C00598000,5.57,6.27,4.46,6.27,922,5.4296,4.84,6.28,517,5.6653,O:SPY241203P00598000,0.08,0.1,0.01,0.01,47177,0.0451,0.31,0.06,32772,0.2022
2024-12-04,605.63,607.91,604.95,607.66,603.91,42730561.0,2024-12-04,604,O:SPY241204C00604000,2.0,3.92,1.46,3.3,30552,2.1773,1.32,1.34,106944,1.0186,O:SPY241204P00604000,0.47,0.54,0.01,0.01,215878,0.2382,1.84,0.94,77899,1.4063,606,O:SPY241204C00606000,0.83,2.71,0.32,1.3,426620,0.7283,0.57,0.43,42670.0,0.3449,O:SPY241204P00606000,1.25,1.45,0.01,0.01,443635,0.5683,3.04,2.02,3025.0,2.5848,608,O:SPY241204C00608000,0.16,0.19,0.01,0.01,253429.0,0.0826,0.19,0.08,18841.0,0.0705,O:SPY241204P00608000,2.72,3.1,0.28,0.62,47308.0,1.2087,4.76,3.74,188.0,4.8987,610,O:SPY241204C00610000,0.01,0.03,0.01,0.01,17679.0,0.0153,0.05,0.01,22516.0,0.0145,O:SPY241204P00610000,4.65,4.89,2.15,2.65,565.0,3.7604,6.74,5.82,29.0,6.7714,612,O:SPY241204C00612000,0.01,0.01,0.01,0.01,881.0,0.01,0.02,0.01,1495.0,0.0131,O:SPY241204P00612000,6.41,7.1,4.68,4.68,76.0,5.6718,9.31,8.0,4.0,8.565,614,O:SPY241204C00614000,0.01,0.01,0.01,0.01,84.0,0.01,0.01,0.01,1365.0,0.01,O:SPY241204P00614000,7.65,8.7,7.56,8.7,16.0,8.2525,14.14,12.47,53.0,13.864,602,O:SPY241204C00602000,3.61,5.65,3.15,5.45,4995,4.0262,2.5,2.79,16858,2.1163,O:SPY241204P00602000,0.17,0.2,0.01,0.01,65409,0.0822,1.03,0.4,93446,0.8327,600,O:SPY241204C00600000,5.61,7.78,5.06,7.36,1855,5.9705,4.23,4.38,1956,3.7521,O:SPY241204P00600000,0.08,0.08,0.01,0.01,29765,0.0387,0.56,0.16,45879,0.3797,598,O:SPY241204C00598000,7.52,9.66,7.25,9.54,351,8.7072,5.84,6.14,421,5.655,O:SPY241204P00598000,0.04,0.04,0.01,0.01,10843,0.0208,0.29,0.07,23744,0.2164
2024-12-05,607.66,608.48,606.305,606.66,607.66,28712587.0,2024-12-05,608,O:SPY241205C00608000,0.69,0.85,0.01,0.01,662957,0.3434,0.5,0.74,65417,0.6685,O:SPY241205P00608000,1.02,1.99,0.28,1.9,320690,0.7578,2.83,1.35,22487,1.582,610,O:SPY241205C00610000,0.12,0.16,0.01,0.01,99441,0.057,0.13,0.19,45555.0,0.1776,O:SPY241205P00610000,2.52,3.89,1.64,3.89,8384,2.4134,4.26,2.76,1732.0,3.3267,612,O:SPY241205C00612000,0.02,0.02,0.01,0.01,9034.0,0.0151,0.04,0.03,8710.0,0.0352,O:SPY241205P00612000,4.22,5.75,3.45,5.75,287.0,4.578,6.0,4.67,69.0,5.5272,614,O:SPY241205C00614000,0.01,0.01,0.01,0.01,4414.0,0.01,0.02,0.01,1327.0,0.0133,O:SPY241205P00614000,6.4,6.95,5.91,6.9,22.0,6.6436,8.46,6.5,26.0,7.7965,616,O:SPY241205C00616000,0.01,0.01,0.01,0.01,62.0,0.01,0.01,0.01,788.0,0.0111,O:SPY241205P00616000,8.41,9.52,8.13,9.52,87.0,8.7357,9.9,8.61,10.0,9.31,618,O:SPY241205C00618000,0.01,0.01,0.01,0.01,30.0,0.01,0.01,0.01,565.0,0.01,O:SPY241205P00618000,11.06,11.06,11.06,11.06,1.0,11.06,11.66,11.01,4.0,11.2475,606,O:SPY241205C00606000,2.0,2.5,0.11,0.16,57633,1.4211,1.39,1.93,93949,1.418,O:SPY241205P00606000,0.32,0.42,0.01,0.02,348107,0.1715,1.61,0.53,132997,1.0164,604,O:SPY241205C00604000,3.78,4.45,2.14,2.17,4191,3.4684,2.54,3.66,7774,2.8411,O:SPY241205P00604000,0.11,0.12,0.01,0.01,67572,0.0546,0.91,0.22,73407,0.4732,602,O:SPY241205C00602000,5.58,6.33,4.28,4.28,983,5.3974,3.99,5.63,1129,4.5168,O:SPY241205P00602000,0.04,0.06,0.01,0.01,17149,0.0304,0.5,0.11,19457,0.261
2024-12-06,607.44,609.07,607.02,607.81,606.66,30958549.0,2024-12-06,607,O:SPY241206C00607000,1.26,2.3,0.39,0.82,203834,0.9022,2.22,1.2,68002,1.8156,O:SPY241206P00607000,0.83,0.86,0.01,0.01,436916,0.2821,1.34,1.77,126558,1.3092,609,O:SPY241206C00609000,0.4,0.88,0.01,0.01,436577,0.3253,1.15,0.45,84519.0,0.9442,O:SPY241206P00609000,1.88,2.0,0.7,1.19,170689,1.066,2.28,3.07,15078.0,2.1959,611,O:SPY241206C00611000,0.07,0.17,0.01,0.01,67879.0,0.0634,0.49,0.11,32606.0,0.3347,O:SPY241206P00611000,3.35,3.9,2.08,3.26,4717.0,2.8446,3.67,4.8,1069.0,3.7058,613,O:SPY241206C00613000,0.01,0.03,0.01,0.01,12312.0,0.014,0.16,0.03,35405.0,0.106,O:SPY241206P00613000,4.9,5.75,4.0,5.26,223.0,4.595,5.36,5.62,146.0,5.6724,615,O:SPY241206C00615000,0.01,0.01,0.01,0.01,1547.0,0.01,0.05,0.01,6162.0,0.0301,O:SPY241206P00615000,7.5,7.5,5.99,7.41,247.0,6.7319,7.52,8.05,94.0,7.5555,617,O:SPY241206C00617000,0.01,0.01,0.01,0.01,123.0,0.01,0.02,0.01,1137.0,0.0176,O:SPY241206P00617000,9.36,9.54,8.28,9.43,18.0,8.7911,9.67,9.76,31.0,9.6629,605,O:SPY241206C00605000,2.68,4.12,1.87,2.49,17360,2.8846,3.63,2.38,9924,3.1697,O:SPY241206P00605000,0.3,0.32,0.01,0.01,100169,0.0803,0.77,0.94,69413,0.7118,603,O:SPY241206C00603000,4.51,6.28,3.73,4.74,2465,5.0156,5.37,3.87,2625,5.0414,O:SPY241206P00603000,0.1,0.12,0.01,0.01,24906,0.0458,0.4,0.49,29946,0.3574,601,O:SPY241206C00601000,6.55,8.02,5.65,6.74,991,7.1746,7.12,5.66,2942,6.902,O:SPY241206P00601000,0.04,0.06,0.01,0.01,8714,0.0262,0.21,0.26,30494,0.21
2024-12-09,607.69,607.86,604.08,604.68,607.81,34739738.0,2024-12-09,608,O:SPY241209C00608000,0.7,0.73,0.01,0.01,269714,0.181,1.24,0.91,133119,1.0993,O:SPY241209P00608000,0.95,4.22,0.83,3.69,78846,1.4427,1.7,1.03,110696,1.1723,610,O:SPY241209C00610000,0.13,0.14,0.01,0.01,37348,0.0453,0.5,0.22,56234.0,0.4742,O:SPY241209P00610000,2.38,5.92,2.25,5.79,3367,3.8593,2.91,2.31,18674.0,2.255,612,O:SPY241209C00612000,0.02,0.03,0.01,0.01,8128.0,0.0154,0.13,0.04,21753.0,0.1102,O:SPY241209P00612000,4.39,7.42,4.32,7.42,181.0,5.0531,4.77,4.23,672.0,3.8972,614,O:SPY241209C00614000,0.01,0.02,0.01,0.01,2397.0,0.0103,0.02,0.01,5929.0,0.0359,O:SPY241209P00614000,6.7,8.95,6.49,8.35,8.0,7.1088,6.01,6.38,59.0,5.9907,616,O:SPY241209C00616000,0.01,0.01,0.01,0.01,77.0,0.01,0.02,0.01,1547.0,0.0146,O:SPY241209P00616000,8.77,11.85,8.77,11.85,15.0,11.1213,7.38,8.01,24.0,7.58,618,O:SPY241209C00618000,0.01,0.01,0.01,0.01,1151.0,0.01,0.01,0.01,2253.0,0.0108,,,,,,,,,,,,606,O:SPY241209C00606000,2.02,2.08,0.01,0.01,522263,0.3705,2.51,2.28,7725,2.5126,O:SPY241209P00606000,0.29,2.07,0.2,1.74,339085,0.6261,0.95,0.4,44848,0.5337,604,O:SPY241209C00604000,3.71,3.84,0.18,0.22,60603,1.07,4.03,4.05,1701,4.2511,O:SPY241209P00604000,0.1,0.56,0.01,0.04,307234,0.1546,0.48,0.17,28910,0.215,602,O:SPY241209C00602000,5.9,5.9,2.11,2.11,2172,3.5742,6.04,5.92,591,6.3464,O:SPY241209P00602000,0.04,0.19,0.01,0.01,54257,0.0531,0.24,0.1,14765,0.1114
