date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,atm_strike,atm_call_ticker,atm_call_open,atm_call_high,atm_call_low,atm_call_close,atm_call_volume,atm_call_vwap,atm_call_prev_open,atm_call_prev_close,atm_call_prev_volume,atm_call_prev_vwap,atm_put_ticker,atm_put_open,atm_put_high,atm_put_low,atm_put_close,atm_put_volume,atm_put_vwap,atm_put_prev_open,atm_put_prev_close,atm_put_prev_volume,atm_put_prev_vwap,plus_1_strike,plus_1_call_ticker,plus_1_call_open,plus_1_call_high,plus_1_call_low,plus_1_call_close,plus_1_call_volume,plus_1_call_vwap,plus_1_call_prev_open,plus_1_call_prev_close,plus_1_call_prev_volume,plus_1_call_prev_vwap,plus_1_put_ticker,plus_1_put_open,plus_1_put_high,plus_1_put_low,plus_1_put_close,plus_1_put_volume,plus_1_put_vwap,plus_1_put_prev_open,plus_1_put_prev_close,plus_1_put_prev_volume,plus_1_put_prev_vwap,plus_2_strike,plus_2_call_ticker,plus_2_call_open,plus_2_call_high,plus_2_call_low,plus_2_call_close,plus_2_call_volume,plus_2_call_vwap,plus_2_call_prev_open,plus_2_call_prev_close,plus_2_call_prev_volume,plus_2_call_prev_vwap,plus_2_put_ticker,plus_2_put_open,plus_2_put_high,plus_2_put_low,plus_2_put_close,plus_2_put_volume,plus_2_put_vwap,plus_2_put_prev_open,plus_2_put_prev_close,plus_2_put_prev_volume,plus_2_put_prev_vwap,plus_3_strike,plus_3_call_ticker,plus_3_call_open,plus_3_call_high,plus_3_call_low,plus_3_call_close,plus_3_call_volume,plus_3_call_vwap,plus_3_call_prev_open,plus_3_call_prev_close,plus_3_call_prev_volume,plus_3_call_prev_vwap,plus_3_put_ticker,plus_3_put_open,plus_3_put_high,plus_3_put_low,plus_3_put_close,plus_3_put_volume,plus_3_put_vwap,plus_3_put_prev_open,plus_3_put_prev_close,plus_3_put_prev_volume,plus_3_put_prev_vwap,plus_4_strike,plus_4_call_ticker,plus_4_call_open,plus_4_call_high,plus_4_call_low,plus_4_call_close,plus_4_call_volume,plus_4_call_vwap,plus_4_call_prev_open,plus_4_call_prev_close,plus_4_call_prev_volume,plus_4_call_prev_vwap,plus_4_put_ticker,plus_4_put_open,plus_4_put_high,plus_4_put_low,plus_4_put_close,plus_4_put_volume,plus_4_put_vwap,plus_4_put_prev_open,plus_4_put_prev_close,plus_4_put_prev_volume,plus_4_put_prev_vwap,plus_5_strike,plus_5_call_ticker,plus_5_call_open,plus_5_call_high,plus_5_call_low,plus_5_call_close,plus_5_call_volume,plus_5_call_vwap,plus_5_call_prev_open,plus_5_call_prev_close,plus_5_call_prev_volume,plus_5_call_prev_vwap,plus_5_put_ticker,plus_5_put_open,plus_5_put_high,plus_5_put_low,plus_5_put_close,plus_5_put_volume,plus_5_put_vwap,plus_5_put_prev_open,plus_5_put_prev_close,plus_5_put_prev_volume,plus_5_put_prev_vwap,minus_1_strike,minus_1_call_ticker,minus_1_call_open,minus_1_call_high,minus_1_call_low,minus_1_call_close,minus_1_call_volume,minus_1_call_vwap,minus_1_call_prev_open,minus_1_call_prev_close,minus_1_call_prev_volume,minus_1_call_prev_vwap,minus_1_put_ticker,minus_1_put_open,minus_1_put_high,minus_1_put_low,minus_1_put_close,minus_1_put_volume,minus_1_put_vwap,minus_1_put_prev_open,minus_1_put_prev_close,minus_1_put_prev_volume,minus_1_put_prev_vwap,minus_2_strike,minus_2_call_ticker,minus_2_call_open,minus_2_call_high,minus_2_call_low,minus_2_call_close,minus_2_call_volume,minus_2_call_vwap,minus_2_call_prev_open,minus_2_call_prev_close,minus_2_call_prev_volume,minus_2_call_prev_vwap,minus_2_put_ticker,minus_2_put_open,minus_2_put_high,minus_2_put_low,minus_2_put_close,minus_2_put_volume,minus_2_put_vwap,minus_2_put_prev_open,minus_2_put_prev_close,minus_2_put_prev_volume,minus_2_put_prev_vwap,minus_3_strike,minus_3_call_ticker,minus_3_call_open,minus_3_call_high,minus_3_call_low,minus_3_call_close,minus_3_call_volume,minus_3_call_vwap,minus_3_call_prev_open,minus_3_call_prev_close,minus_3_call_prev_volume,minus_3_call_prev_vwap,minus_3_put_ticker,minus_3_put_open,minus_3_put_high,minus_3_put_low,minus_3_put_close,minus_3_put_volume,minus_3_put_vwap,minus_3_put_prev_open,minus_3_put_prev_close,minus_3_put_prev_volume,minus_3_put_prev_vwap
2023-10-16,433.82,437.14,433.57,436.04,431.5,75433194.0,2023-10-16,432,O:SPY231016C00432000,2.44,5.18,2.27,4.3,12991,3.2097,4.17,1.48,89978,2.1361,O:SPY231016P00432000,0.64,0.7,0.01,0.01,166312,0.2661,0.94,2.5,107361,2.2183,434,O:SPY231016C00434000,1.16,3.36,1.05,2.32,93242,1.658,2.8,0.72,70456.0,1.4717,O:SPY231016P00434000,1.39,1.48,0.01,0.01,343511,0.4957,1.5,3.76,40671.0,2.3471,436,O:SPY231016C00436000,0.42,1.71,0.05,0.3,390077.0,0.8136,1.65,0.29,75024.0,1.0683,O:SPY231016P00436000,2.64,2.81,0.01,0.01,432218.0,0.7391,2.4,5.33,20328.0,2.6707,438,O:SPY231016C00438000,0.11,0.58,0.01,0.01,250143.0,0.1964,0.81,0.1,37645.0,0.6319,O:SPY231016P00438000,4.31,4.54,1.1,1.96,41930.0,1.9618,3.15,7.12,4683.0,5.4536,440,O:SPY231016C00440000,0.03,0.12,0.01,0.01,70613.0,0.0499,0.34,0.03,50948.0,0.2389,O:SPY231016P00440000,6.34,6.34,3.08,3.8,6227.0,3.944,4.56,8.82,959.0,6.8429,442,O:SPY231016C00442000,0.01,0.04,0.01,0.01,19211.0,0.0135,0.14,0.01,22391.0,0.1474,O:SPY231016P00442000,7.75,8.15,5.1,5.47,227.0,6.4096,6.35,10.5,143.0,7.3905,430,O:SPY231016C00430000,4.1,7.13,3.88,6.33,5088,5.8643,5.79,2.57,23874,3.1948,O:SPY231016P00430000,0.27,0.31,0.01,0.01,119209,0.1043,0.62,1.57,107361,1.5739,428,O:SPY231016C00428000,5.86,8.93,5.64,8.17,1084,7.545,8.0,3.93,2248,4.6907,O:SPY231016P00428000,0.12,0.15,0.01,0.01,28010,0.0529,0.37,0.98,62816,1.0106,426,O:SPY231016C00426000,7.79,10.69,7.79,10.18,175,9.5167,9.86,5.64,606,7.2203,O:SPY231016P00426000,0.05,0.06,0.01,0.01,11762,0.0296,0.25,0.57,31358,0.6388
2023-10-17,432.81,438.14,432.45,436.02,436.04,75232708.0,2023-10-17,436,O:SPY231017C00436000,0.27,2.3,0.02,0.02,420255,0.5581,0.96,1.59,135156,1.7126,O:SPY231017P00436000,3.46,3.67,0.1,0.38,262810,0.7741,3.16,1.23,105784,1.6076,438,O:SPY231017C00438000,0.07,0.85,0.01,0.01,232896,0.3377,0.4,0.67,60311.0,0.867,O:SPY231017P00438000,5.23,5.56,0.73,1.87,61452,1.4316,4.6,2.32,14589.0,2.6469,440,O:SPY231017C00440000,0.02,0.16,0.01,0.01,98494.0,0.0521,0.14,0.21,47827.0,0.3249,O:SPY231017P00440000,7.14,7.53,2.1,4.3,7231.0,3.9025,6.1,3.85,1876.0,4.1929,442,O:SPY231017C00442000,0.01,0.03,0.01,0.01,12698.0,0.0117,0.05,0.06,18825.0,0.1058,O:SPY231017P00442000,8.6,9.4,4.11,6.13,4801.0,6.6663,7.86,5.67,519.0,5.8669,444,O:SPY231017C00444000,0.01,0.01,0.01,0.01,697.0,0.01,0.01,0.02,6748.0,0.0346,O:SPY231017P00444000,11.15,11.15,6.1,8.39,4932.0,6.8064,9.83,7.7,336.0,8.0966,446,O:SPY231017C00446000,0.01,0.01,0.01,0.01,174.0,0.01,0.01,0.01,3823.0,0.0164,O:SPY231017P00446000,10.66,10.66,8.49,9.64,47.0,9.2528,10.5,9.6,144.0,9.9899,434,O:SPY231017C00434000,0.83,4.16,0.64,1.69,185265,1.2425,1.89,2.94,24385,2.5264,O:SPY231017P00434000,1.93,2.19,0.01,0.01,337777,0.4939,2.06,0.58,129342,1.0585,432,O:SPY231017C00432000,1.75,6.08,1.56,3.6,26357,2.2869,3.09,4.57,3766,4.0152,O:SPY231017P00432000,0.93,1.1,0.01,0.01,305740,0.3727,1.25,0.25,58580,0.6187,430,O:SPY231017C00430000,3.32,8.1,2.92,5.8,3722,4.5675,4.6,6.4,710,5.8798,O:SPY231017P00430000,0.41,0.46,0.01,0.01,138563,0.1645,0.75,0.12,37987,0.371
2023-10-18,434.19,435.18,429.09,430.21,436.02,93559798.0,2023-10-18,436,O:SPY231018C00436000,0.55,0.87,0.01,0.01,228493,0.3612,0.78,1.33,92925,1.5027,O:SPY231018P00436000,2.34,8.16,1.71,5.16,14687,2.9058,3.83,1.64,66925,1.8447,438,O:SPY231018C00438000,0.15,0.29,0.01,0.01,108266,0.0929,0.33,0.55,77010.0,0.9425,O:SPY231018P00438000,4.05,8.79,3.11,7.39,1842,4.8345,5.42,2.84,19896.0,2.5227,440,O:SPY231018C00440000,0.05,0.09,0.01,0.01,45689.0,0.0399,0.1,0.17,54626.0,0.3607,O:SPY231018P00440000,5.9,10.76,4.96,9.41,3276.0,7.198,7.2,4.39,4713.0,4.6215,442,O:SPY231018C00442000,0.03,0.03,0.01,0.01,18444.0,0.0107,0.05,0.03,22251.0,0.1507,O:SPY231018P00442000,7.82,11.1,6.99,11.1,2671.0,7.6193,8.98,5.92,559.0,6.2491,444,O:SPY231018C00444000,0.01,0.01,0.01,0.01,946.0,0.01,0.01,0.02,13132.0,0.0343,O:SPY231018P00444000,10.14,13.03,8.98,13.03,185.0,10.331,10.76,8.27,291.0,8.5408,446,O:SPY231018C00446000,0.01,0.01,0.01,0.01,202.0,0.01,0.02,0.01,7900.0,0.0176,O:SPY231018P00446000,12.85,12.85,12.85,12.85,1.0,12.85,12.8,10.39,92.0,10.4347,434,O:SPY231018C00434000,1.33,1.97,0.01,0.01,399089,0.7097,1.54,2.57,45269,2.2263,O:SPY231018P00434000,1.3,4.84,0.8,3.07,209865,1.6562,2.51,0.87,127822,1.2773,432,O:SPY231018C00432000,2.65,3.49,0.01,0.01,235372,0.9729,2.54,4.08,7032,3.2007,O:SPY231018P00432000,0.61,2.89,0.33,1.08,443216,0.8563,1.63,0.4,76567,0.8519,430,O:SPY231018C00430000,4.7,5.24,0.2,0.9,65074,1.0486,4.01,5.89,2194,5.2639,O:SPY231018P00430000,0.21,1.09,0.02,0.03,343077,0.3221,0.96,0.18,55275,0.4821
2023-10-19,430.95,432.82,425.725,426.43,430.21,121295457.0,2023-10-19,430,O:SPY231019C00430000,2.05,3.31,0.01,0.01,266504,1.0339,5.12,2.41,28008,2.402,O:SPY231019P00430000,1.11,4.5,0.01,4.22,308280,1.2891,0.86,1.33,84669,1.2918,432,O:SPY231019C00432000,1.08,1.96,0.01,0.01,296489,0.6383,3.63,1.35,65808.0,2.0375,O:SPY231019P00432000,2.15,6.4,0.01,6.18,56435,2.0142,1.35,2.28,84105.0,1.9696,434,O:SPY231019C00434000,0.47,0.64,0.01,0.01,158861.0,0.2172,2.43,0.66,81644.0,1.5653,O:SPY231019P00434000,3.55,8.32,1.84,8.19,5284.0,3.773,2.12,3.6,49830.0,2.5174,436,O:SPY231019C00436000,0.16,0.19,0.01,0.01,78929.0,0.0714,1.43,0.26,71983.0,0.822,O:SPY231019P00436000,5.13,10.39,3.47,10.17,9901.0,6.9564,3.0,5.18,5539.0,3.8423,438,O:SPY231019C00438000,0.04,0.08,0.01,0.01,22445.0,0.0235,0.74,0.09,38295.0,0.4481,O:SPY231019P00438000,7.2,11.58,6.02,11.58,3786.0,7.5473,4.24,7.41,1158.0,5.9882,440,O:SPY231019C00440000,0.02,0.04,0.01,0.01,7906.0,0.0122,0.3,0.03,24930.0,0.1766,O:SPY231019P00440000,9.52,13.26,7.4,13.26,456.0,9.3382,5.88,9.5,826.0,7.2514,428,O:SPY231019C00428000,3.29,4.9,0.01,0.01,114108,0.7754,6.7,3.83,3198,4.0475,O:SPY231019P00428000,0.54,5.0,0.11,2.26,417699,0.6671,0.49,0.73,32583,0.8089,426,O:SPY231019C00426000,5.17,6.66,0.08,0.1,35277,1.005,8.53,5.25,611,5.1154,O:SPY231019P00426000,0.22,2.53,0.01,0.4,257921,0.2762,0.31,0.36,26710,0.4273,424,O:SPY231019C00424000,7.0,8.8,1.68,1.92,1860,4.0562,9.8,6.58,361,8.2005,O:SPY231019P00424000,0.09,0.22,0.01,0.01,167030,0.0679,0.17,0.17,9632,0.2356
2023-10-20,425.98,426.54,421.08,421.19,426.43,122919874.0,2023-10-20,426,O:SPY231020C00426000,1.5,1.76,0.01,0.01,263401,0.5577,5.75,1.95,25988,2.665,O:SPY231020P00426000,1.43,5.9,1.23,5.04,63901,2.1958,0.7,2.14,87340,1.2469,428,O:SPY231020C00428000,0.67,0.81,0.01,0.01,159128,0.2607,4.2,1.04,64759.0,1.9504,O:SPY231020P00428000,2.79,8.49,2.3,7.08,14477,4.1272,1.17,3.25,140801.0,1.7067,430,O:SPY231020C00430000,0.24,0.29,0.01,0.01,91501.0,0.1121,2.85,0.46,149732.0,1.7071,O:SPY231020P00430000,4.2,9.23,3.76,9.09,21149.0,6.354,1.86,4.68,190634.0,2.4528,432,O:SPY231020C00432000,0.08,0.09,0.01,0.01,35650.0,0.0412,1.79,0.18,98153.0,1.2445,O:SPY231020P00432000,6.03,11.87,5.53,11.33,5327.0,8.2025,2.75,6.4,40337.0,3.2264,434,O:SPY231020C00434000,0.02,0.04,0.01,0.01,11972.0,0.0204,1.02,10.0,63804.0,0.6693,O:SPY231020P00434000,8.06,13.11,7.7,13.03,1190.0,9.6074,4.03,8.23,5275.0,5.1895,436,O:SPY231020C00436000,0.02,0.02,0.01,0.01,6383.0,0.0139,0.53,0.03,43798.0,0.2899,O:SPY231020P00436000,10.07,15.38,9.48,15.38,621.0,13.836,5.57,10.3,1679.0,6.8333,424,O:SPY231020C00424000,2.65,3.09,0.01,0.01,405329,0.8733,7.45,3.13,5478,4.2589,O:SPY231020P00424000,0.77,3.17,0.58,3.1,289567,1.3455,0.42,1.33,68264,0.8225,422,O:SPY231020C00422000,4.3,4.74,0.01,0.01,145918,1.3044,9.3,4.6,984,6.4049,O:SPY231020P00422000,0.35,1.39,0.19,1.14,511096,0.6586,0.23,0.75,43176,0.5009,420,O:SPY231020C00420000,6.14,6.53,0.89,0.89,35452,1.9487,11.45,6.19,4578,6.9088,O:SPY231020P00420000,0.15,0.54,0.01,0.01,458465,0.1991,0.14,0.4,110728,0.2875
2023-10-23,419.61,424.45,417.8,420.46,421.19,91840945.0,2023-10-23,421,O:SPY231023C00421000,0.85,3.52,0.04,0.32,215747,1.1266,5.8,2.05,15180,2.8998,O:SPY231023P00421000,2.25,3.65,0.03,0.03,319467,0.6526,1.02,2.1,65969,1.61,423,O:SPY231023C00423000,0.35,1.81,0.01,0.01,415209,0.7037,4.55,1.16,88194.0,2.3747,O:SPY231023P00423000,3.67,5.26,0.39,1.69,254926,1.0182,1.62,3.2,123780.0,2.3643,425,O:SPY231023C00425000,0.11,0.62,0.01,0.01,197394.0,0.1958,3.3,0.55,82496.0,1.6794,O:SPY231023P00425000,5.51,7.04,1.21,3.67,19480.0,2.7131,2.27,4.6,58846.0,3.0106,427,O:SPY231023C00427000,0.03,0.1,0.01,0.01,90159.0,0.0423,2.19,0.22,66161.0,1.0258,O:SPY231023P00427000,7.52,9.16,2.8,5.69,4323.0,5.3046,3.17,6.29,17249.0,4.2125,429,O:SPY231023C00429000,0.01,0.06,0.01,0.01,9469.0,0.0141,1.35,0.09,35190.0,0.628,O:SPY231023P00429000,9.4,11.0,4.9,7.65,1205.0,7.3385,4.3,8.12,1798.0,6.2905,431,O:SPY231023C00431000,0.01,0.08,0.01,0.01,3501.0,0.0121,0.71,0.04,17543.0,0.3034,O:SPY231023P00431000,11.38,13.02,6.75,10.25,638.0,8.795,6.1,9.95,886.0,7.702,419,O:SPY231023C00419000,1.8,5.43,1.03,2.33,49388,1.895,7.63,3.24,1354,4.437,O:SPY231023P00419000,1.17,2.2,0.01,0.01,239334,0.6295,0.68,1.27,33148,1.0067,417,O:SPY231023C00417000,3.18,7.26,2.0,4.27,6769,3.036,9.68,4.7,475,5.5623,O:SPY231023P00417000,0.52,1.16,0.01,0.01,202525,0.3666,0.46,0.72,27019,0.6267,415,O:SPY231023C00415000,4.76,9.02,3.35,5.99,1713,5.648,11.26,6.65,356,8.1283,O:SPY231023P00415000,0.21,0.52,0.01,0.01,108179,0.1682,0.3,0.39,35279,0.3543
2023-10-24,422.65,424.82,420.74,423.63,420.46,78564239.0,2023-10-24,420,O:SPY231024C00420000,3.11,5.0,1.52,4.0,23965,2.6771,2.19,2.55,46969,2.6798,O:SPY231024P00420000,0.52,0.76,0.01,0.01,251642,0.3272,2.53,1.21,102040,1.4243,422,O:SPY231024C00422000,1.76,3.5,0.57,1.89,201215,1.2803,1.33,1.45,76990.0,1.9778,O:SPY231024P00422000,1.14,1.81,0.01,0.01,401815,0.7802,3.64,2.1,94694.0,2.0163,424,O:SPY231024C00424000,0.81,1.66,0.1,0.13,459426.0,0.7982,0.74,0.7,67718.0,1.2867,O:SPY231024P00424000,2.18,3.4,0.04,0.24,188244.0,1.2898,5.02,3.33,35246.0,2.4838,426,O:SPY231024C00426000,0.29,0.62,0.01,0.01,290061.0,0.2501,0.39,0.28,38795.0,0.5883,O:SPY231024P00426000,3.68,5.22,1.37,1.9,9216.0,2.6885,6.37,4.87,3146.0,4.566,428,O:SPY231024C00428000,0.07,0.16,0.01,0.01,77257.0,0.0727,0.17,0.09,28495.0,0.2581,O:SPY231024P00428000,5.47,7.0,3.21,3.76,4462.0,5.0594,8.31,6.68,1443.0,6.34,430,O:SPY231024C00430000,0.02,0.05,0.01,0.01,27325.0,0.0253,0.07,0.02,21219.0,0.0909,O:SPY231024P00430000,7.37,9.15,5.25,5.77,1028.0,6.6889,10.37,8.66,3662.0,7.9418,418,O:SPY231024C00418000,4.36,6.83,3.0,5.93,1860,4.3918,3.3,4.05,7159,3.3285,O:SPY231024P00418000,0.21,0.26,0.01,0.01,114333,0.1043,1.65,0.64,71551,1.0954,416,O:SPY231024C00416000,6.82,8.74,5.21,7.93,433,7.2903,4.85,5.74,705,4.9204,O:SPY231024P00416000,0.07,0.12,0.01,0.01,50022,0.0519,1.01,0.31,31970,0.6425,414,O:SPY231024C00414000,8.83,10.71,8.65,10.11,146,9.2992,5.6,7.03,295,6.3918,O:SPY231024P00414000,0.03,0.05,0.01,0.01,17178,0.0241,0.58,0.13,13161,0.3595
2023-10-25,421.89,421.92,417.015,417.55,423.63,93911198.0,2023-10-25,424,O:SPY231025C00424000,0.53,0.54,0.01,0.01,124143,0.2037,1.56,1.64,112014,1.7265,O:SPY231025P00424000,2.57,7.56,2.52,7.55,5920,4.4559,2.86,1.69,61377,2.1876,426,O:SPY231025C00426000,0.15,0.15,0.01,0.01,43519,0.0647,0.87,0.78,70175.0,1.0156,O:SPY231025P00426000,4.24,8.96,4.24,8.0,2128,7.6234,3.95,2.85,5373.0,3.4464,428,O:SPY231025C00428000,0.03,0.09,0.01,0.01,13703.0,0.0204,0.4,0.3,32354.0,0.3994,O:SPY231025P00428000,6.16,10.96,6.16,9.96,3271.0,7.527,5.54,4.13,3255.0,4.3926,430,O:SPY231025C00430000,0.03,0.03,0.01,0.01,7943.0,0.0112,0.17,0.08,45550.0,0.1783,O:SPY231025P00430000,8.08,12.79,8.08,12.4,426.0,10.2413,7.05,6.0,1381.0,6.5839,432,O:SPY231025C00432000,0.01,0.01,0.01,0.01,793.0,0.01,0.06,0.03,9794.0,0.0619,O:SPY231025P00432000,10.82,12.56,10.78,12.56,34.0,11.9303,9.02,7.87,266.0,8.1715,434,O:SPY231025C00434000,0.01,0.01,0.01,0.01,357.0,0.01,0.02,0.02,3227.0,0.0306,O:SPY231025P00434000,13.34,13.34,13.34,13.34,1.0,13.34,10.99,9.98,88.0,11.502,422,O:SPY231025C00422000,1.32,1.38,0.01,0.01,276795,0.5443,2.61,2.88,53101,2.3087,O:SPY231025P00422000,1.38,5.0,1.03,3.82,45450,2.3201,1.87,0.92,119062,1.6065,420,O:SPY231025C00420000,2.51,2.57,0.01,0.01,315246,0.7671,3.89,4.7,13412,3.6331,O:SPY231025P00420000,0.63,3.1,0.5,2.65,252254,1.3462,1.17,0.44,89452,0.9406,418,O:SPY231025C00418000,4.0,4.0,0.2,0.3,234566,0.8395,5.6,6.27,963,4.9402,O:SPY231025P00418000,0.24,1.51,0.02,0.29,347844,0.7443,0.66,0.2,37915,0.4943
2023-10-26,416.45,417.325,411.6,412.55,417.55,115062041.0,2023-10-26,418,O:SPY231026C00418000,0.97,1.39,0.01,0.01,227480,0.3982,4.82,2.05,57261,2.0893,O:SPY231026P00418000,2.46,6.15,2.04,4.54,21122,3.0191,0.69,1.72,96465,1.6711,420,O:SPY231026C00420000,0.43,0.68,0.01,0.01,130609,0.2283,3.31,1.11,111399.0,1.6677,O:SPY231026P00420000,3.89,8.1,3.37,6.6,6766,4.8071,1.26,2.8,62695.0,2.2231,422,O:SPY231026C00422000,0.16,0.29,0.01,0.01,64633.0,0.0875,2.16,0.5,78957.0,1.2139,O:SPY231026P00422000,5.85,10.12,4.99,9.03,2379.0,6.8322,2.06,4.18,21118.0,3.114,424,O:SPY231026C00424000,0.06,0.1,0.01,0.01,22919.0,0.0346,1.24,0.19,38846.0,0.569,O:SPY231026P00424000,7.48,12.47,6.77,12.47,1831.0,8.2834,3.14,5.75,4117.0,4.6836,426,O:SPY231026C00426000,0.03,0.03,0.01,0.01,6577.0,0.017,0.63,0.05,18004.0,0.2545,O:SPY231026P00426000,9.02,13.83,8.85,12.78,301.0,10.987,4.57,7.97,781.0,7.022,428,O:SPY231026C00428000,0.02,0.02,0.01,0.01,5042.0,0.0102,0.27,0.03,19140.0,0.1159,O:SPY231026P00428000,11.24,13.57,11.24,13.29,77.0,13.3635,6.29,9.67,445.0,8.3626,416,O:SPY231026C00416000,1.91,2.45,0.01,0.01,283589,0.7883,5.96,3.35,6050,3.432,O:SPY231026P00416000,1.38,4.4,0.82,2.53,168546,1.7316,0.36,0.99,51067,1.082,414,O:SPY231026C00414000,3.01,3.8,0.01,0.03,271432,0.9212,8.78,4.6,981,4.9335,O:SPY231026P00414000,0.69,2.5,0.18,0.54,358355,0.9453,0.18,0.46,23130,0.5506,412,O:SPY231026C00412000,4.92,5.5,0.58,1.6,101552,1.5903,7.95,6.26,2619,6.0422,O:SPY231026P00412000,0.3,2.89,0.01,0.01,369417,0.5021,0.1,0.21,21688,0.2789
2023-10-27,414.19,414.6,409.21,410.68,412.55,107367671.0,2023-10-27,413,O:SPY231027C00413000,2.18,2.42,0.01,0.01,298421,0.8909,4.75,2.12,74266,2.2785,O:SPY231027P00413000,1.02,3.78,0.56,2.28,330411,1.2764,1.08,1.56,115643,1.7827,415,O:SPY231027C00415000,1.19,1.32,0.01,0.01,273082,0.5616,3.29,1.17,122911.0,1.79,O:SPY231027P00415000,1.96,5.65,1.39,4.4,49562,2.5133,1.72,2.6,132702.0,2.2988,417,O:SPY231027C00417000,0.51,0.61,0.01,0.01,134859.0,0.2337,2.2,0.58,104315.0,1.3183,O:SPY231027P00417000,3.35,7.61,2.75,6.25,5740.0,4.8054,2.66,4.0,34117.0,3.2319,419,O:SPY231027C00419000,0.2,0.24,0.01,0.01,51778.0,0.0748,1.35,0.25,56992.0,0.6384,O:SPY231027P00419000,4.78,9.62,4.6,8.12,3395.0,6.6457,3.82,5.76,7648.0,4.8036,421,O:SPY231027C00421000,0.05,0.08,0.01,0.01,20495.0,0.0311,0.76,0.1,39519.0,0.4497,O:SPY231027P00421000,6.98,11.46,6.6,10.34,2768.0,8.2387,5.2,7.44,2045.0,6.8824,423,O:SPY231027C00423000,0.02,0.03,0.01,0.01,4609.0,0.0163,0.41,0.05,18257.0,0.2318,O:SPY231027P00423000,8.71,13.53,8.52,12.12,491.0,10.0945,6.84,9.53,17734.0,9.2623,411,O:SPY231027C00411000,3.75,3.83,0.02,0.02,255146,0.6647,6.35,3.46,7573,3.6113,O:SPY231027P00411000,0.42,1.9,0.16,0.37,327810,0.7143,0.64,0.86,62014,1.0358,409,O:SPY231027C00409000,5.54,5.58,0.59,1.66,52748,1.7444,8.65,5.01,1650,4.7569,O:SPY231027P00409000,0.17,0.62,0.01,0.01,244854,0.2754,0.37,0.42,45386,0.5647,407,O:SPY231027C00407000,7.45,7.45,2.43,3.55,10808,4.6091,9.49,5.75,61,6.6967,O:SPY231027P00407000,0.06,0.16,0.01,0.01,85413,0.0618,0.21,0.18,38924,0.3207
2023-10-30,413.56,416.68,408.91,415.59,410.68,86560987.0,2023-10-30,411,O:SPY231030C00411000,3.01,5.63,1.96,4.54,13606,3.3571,4.89,1.9,61548,2.1008,O:SPY231030P00411000,0.48,0.72,0.01,0.01,227473,0.2812,1.23,2.15,59256,2.045,413,O:SPY231030C00413000,1.66,3.69,0.78,2.35,161272,1.4182,3.32,1.02,78073.0,1.7768,O:SPY231030P00413000,1.13,1.64,0.01,0.01,458686,0.728,1.96,3.3,61266.0,2.4147,415,O:SPY231030C00415000,0.74,1.7,0.18,0.63,358159.0,0.7782,2.27,0.48,85563.0,1.2014,O:SPY231030P00415000,2.22,3.05,0.01,0.01,294664.0,0.8047,2.92,4.69,13602.0,3.5219,417,O:SPY231030C00417000,0.23,0.58,0.01,0.01,251711.0,0.1748,1.38,0.19,37372.0,0.727,O:SPY231030P00417000,3.35,4.8,0.55,1.46,35777.0,1.2894,4.03,6.45,2671.0,5.3685,419,O:SPY231030C00419000,0.06,0.14,0.01,0.01,39990.0,0.0509,0.83,0.07,20792.0,0.3136,O:SPY231030P00419000,5.15,6.36,2.4,3.61,7986.0,3.2237,5.44,8.89,1439.0,6.8658,421,O:SPY231030C00421000,0.01,0.05,0.01,0.01,8705.0,0.0197,0.44,0.03,11036.0,0.1937,O:SPY231030P00421000,7.2,8.46,4.74,5.6,1449.0,6.8965,7.3,10.3,254.0,8.8944,409,O:SPY231030C00409000,4.71,7.36,3.63,6.1,1662,5.306,6.22,3.06,15709,2.8961,O:SPY231030P00409000,0.2,0.25,0.01,0.01,87505,0.0925,0.75,1.31,69104,1.4581,407,O:SPY231030C00407000,6.68,9.31,5.46,8.49,222,7.0315,7.32,4.5,1819,4.9889,O:SPY231030P00407000,0.07,0.08,0.01,0.01,52451,0.044,0.48,0.73,39571,0.8177,405,O:SPY231030C00405000,8.8,11.45,7.45,10.57,1515,8.5123,9.0,6.22,883,6.2372,O:SPY231030P00405000,0.03,0.06,0.01,0.01,28055,0.0246,0.27,0.38,42573,0.4904
